codgeo,ze2020,side_stocks_et_2023_total
47179,7532,119
47121,7518,17
47142,7518,112
79137,7520,56
79159,7530,25
47088,7518,38
47137,7501,108
47150,7518,13
47129,7518,12
47210,7501,145
47079,7532,46
47172,7501,46
47158,7501,18
47132,7532,28
47072,7532,15
47108,7518,22
47208,7518,6
47165,7518,95
47181,7532,31
47180,7501,41
47190,7532,47
47209,7501,279
47187,7518,46
47192,7532,5
47213,7501,115
47110,7518,100
47195,7501,699
47065,7518,168
47146,7532,95
47186,7501,69
47169,7501,95
47151,7504,48
47091,7501,386
47135,7518,27
47086,7518,166
47089,7518,17
47095,7518,99
47111,7532,40
47085,7501,14
47093,7518,22
47120,7518,3
47115,7518,19
47102,7501,56
47084,7532,18
47080,7532,14
47076,7501,21
47068,7518,79
47067,7501,23
47159,7518,105
47058,7518,19
47124,7532,9
47212,7518,23
47063,7532,17
47099,7532,33
47096,7532,17
47087,7501,9
47103,7501,13
47075,7501,63
47207,7501,13
47193,7532,11
47128,7501,127
47198,7532,28
47155,7501,46
47170,7532,50
47184,7532,20
47141,7532,20
47057,7532,157
47123,7532,50
47098,7501,31
47171,7501,37
47189,7518,6
47183,7532,19
47107,7518,12
47109,7532,36
47138,7501,115
47061,7518,48
47178,7532,21
47147,7518,73
47191,7518,61
47059,7518,22
47214,7518,48
47201,7501,730
47094,7518,61
47134,7501,26
47131,7518,48
47161,7501,15
47197,7501,10
47117,7532,74
47206,7532,51
47078,7518,187
47064,7532,15
47097,7501,70
47175,7532,291
47174,7501,74
47160,7532,14
47122,7518,13
47100,7501,380
47168,7518,286
47106,7532,302
47114,7518,23
47185,7532,327
47148,7518,5
47196,7518,11
47126,7518,2
47070,7532,62
47073,7532,13
47056,7518,57
47173,7532,46
47152,7532,44
47157,7518,1778
47177,7518,6
47140,7501,28
47112,7518,18
47205,7518,15
47118,7518,4
47215,7532,311
47211,7501,19
47101,7518,112
47071,7518,25
47074,7518,22
47194,7518,24
47082,7501,16
47105,7501,23
47143,7501,173
47113,7501,9
47167,7501,124
47130,7518,18
47204,7518,16
47133,7501,43
47202,7532,29
47139,7501,9
47083,7532,13
47144,7518,25
47055,7532,53
47218,7518,12
47090,7501,33
47164,7532,11
47154,7501,23
47069,7501,271
47216,7518,45
47199,7518,32
47182,7532,18
47092,7501,22
47136,7518,6
47200,7532,14
47060,7501,75
47127,7518,56
47081,7532,45
47145,7501,280
47217,7501,83
47125,7501,24
47066,7501,59
47156,7518,52
47203,7532,267
63280,8408,31
47104,7501,19
63342,8410,18
63258,8417,74
63397,8408,97
63308,8408,410
63349,8408,113
63388,8423,46
63251,8423,18
63290,8408,21
79271,7506,8
80046,3202,0
80040,3201,9
79281,7520,74
80059,3202,2
63380,8410,117
79225,7506,22
80043,3202,12
79267,7506,26
79270,7520,391
80049,3202,6
47230,7532,34
47248,7501,55
79269,7520,11
63427,8408,34
48019,7613,19
79357,7520,25
79299,7530,149
80060,3202,4
79308,7520,24
79289,7506,54
47258,7501,30
48021,7613,21
47288,7501,30
47291,7532,35
47282,7501,13
47276,7532,31
48001,7613,5
48068,7613,2
80063,0058,64
47312,7532,95
47273,7501,10
47286,7518,7
48051,7603,69
47249,7501,21
48038,7613,40
48036,7613,14
47321,7504,27
47239,7532,68
47295,7532,24
48042,7613,56
47226,7518,31
48037,7613,8
47317,7518,42
47280,7532,208
48069,7613,4
48008,7613,9
47316,7518,38
47244,7518,21
48039,7613,124
47260,7501,26
47227,7518,12
47277,7518,27
48031,7613,6
47237,7532,29
47306,7532,120
48050,7613,48
47289,7501,44
48064,7613,37
47294,7518,22
47303,7518,20
47274,7501,24
48005,7613,21
48029,7613,4
47245,7518,5
47229,7518,30
47296,7518,13
47299,7532,17
47307,7532,19
47313,7518,8
47253,7518,46
47221,7501,40
47275,7501,8
48071,7613,1
47279,7501,24
47263,7518,86
47259,7532,10
48046,7613,1
47272,7532,24
47302,7501,56
47301,7518,100
47327,7501,18
48012,7613,18
47265,7532,18
47223,7532,28
48070,7613,83
47315,7532,68
47324,7532,179
47290,7518,61
48044,7613,1
48020,7613,4
47238,7501,130
47256,7532,10
48032,7613,24
47281,7501,13
47304,7518,3
48004,7603,16
48054,7613,0
48018,7613,34
47264,7518,82
47319,7518,9
47328,7532,33
48016,7613,35
48067,7613,10
47232,7518,48
47242,7532,43
48027,7613,87
48026,7613,14
48058,7613,3
47224,7518,12
47235,7518,40
47262,7501,22
48053,7613,15
47257,7518,43
48002,7613,46
47300,7501,86
48015,7603,20
48017,7613,125
48028,7613,20
47246,7501,103
48009,7613,182
47267,7518,21
47234,7501,37
47254,7518,13
48043,7613,39
47222,7518,21
47298,7518,16
48061,7613,259
47284,7532,24
48025,7613,13
48007,7613,2
47228,7532,45
47240,7532,36
47241,7532,67
47219,7532,11
47266,7501,14
47250,7518,8
48013,7613,57
47236,7518,12
48048,7613,7
48063,7613,16
47297,7532,13
47271,7518,26
47220,7518,30
47314,7532,28
47305,7501,22
48056,7613,28
48010,7613,25
47233,7518,270
48003,7613,18
47325,7518,23
47326,7518,151
47231,7518,14
47323,7532,2032
47308,7501,7
48055,7613,6
48041,7613,10
47292,7532,42
48034,7613,209
48030,7613,25
47269,7501,49
47247,7518,28
47310,7518,673
47320,7518,25
48045,7613,26
47225,7501,297
47293,7501,23
47278,7518,45
47309,7518,35
47311,7532,7
47255,7501,9
48059,7613,7
47318,7501,62
48065,7613,10
47287,7501,14
47285,7518,106
80004,0058,25
79276,7520,46
79251,7520,28
47283,7532,57
47251,7518,18
47252,7532,466
80010,3202,163
80017,3220,15
80027,3202,4
79331,7530,9
63425,8408,141
64074,7522,1
64015,7521,9
64056,7522,15
79286,7506,27
79348,7520,9
63466,8410,13
79259,7530,95
80050,3202,28
79290,7520,44
64057,7522,160
64084,7522,9
64037,7522,59
64071,7522,12
63440,8410,2
63465,8417,45
63412,8417,26
64054,7522,66
64043,7522,20
63421,0063,12
63403,8410,20
63385,8408,37
64053,7522,15
63434,8417,33
64034,7521,25
63452,8410,7
63459,8432,37
63458,8410,13
64013,7503,19
64044,7522,7
63416,0063,4
64009,7503,249
64081,7521,12
64040,7521,133
63463,8417,39
63415,8410,120
63426,0063,71
63449,8408,23
64052,7522,1
63439,8410,19
64093,7521,47
48100,7613,10
64042,7522,59
64095,7522,43
64025,7521,9
63410,0063,6
64058,7522,39
64005,7522,54
63464,8408,27
64019,7521,9
64047,7503,10
64014,7503,61
63433,8408,2
64029,7521,53
63442,8410,2
63438,8408,34
64036,7521,16
64050,7521,5
64046,7503,22
64085,7521,10
64088,7522,21
48091,7613,7
64096,7521,13
63411,8410,32
64065,7503,561
63454,8417,50
64021,7522,48
64080,7522,34
64092,7503,19
64064,7521,28
64089,7522,6
64059,7522,60
63450,0063,7
63473,8408,22
63471,8423,40
64026,7503,25
64018,7503,55
63462,8423,26
63418,8417,30
64022,7521,6
64041,7522,94
63472,8408,36
63448,8410,63
64008,7503,20
64079,7522,8
63456,8410,12
48126,7613,32
63430,8417,1214
64087,7522,62
64004,7521,16
64083,7521,13
63437,0063,8
63444,8410,11
64094,7503,219
63414,8417,37
64011,7503,6
64049,7521,16
64012,7521,5
63435,8410,15
64067,7522,219
63432,8408,49
63413,8408,43
64027,7522,13
63470,8408,325
64028,7522,10
63420,8408,41
64078,7522,27
64061,7522,313
63460,0063,20
64069,7521,35
64097,7522,29
64051,7521,26
64086,7503,116
63455,8408,357
64063,7522,152
64070,7522,13
63445,8408,15
63431,8417,3
63469,8417,57
63423,8410,42
63451,8408,29
64090,7522,2
63428,8423,12
64032,7521,14
64024,7503,6768
64003,7522,33
64066,7503,43
64072,7522,57
63419,8423,31
63468,8417,29
63453,8408,237
63429,8410,5
64099,7521,8
64073,7522,21
63443,8408,35
64075,7521,26
64035,7503,323
64048,7522,8
63447,8423,6
64091,7522,39
64068,7522,134
63446,8408,43
63461,8417,17
64098,7522,8
63441,8417,31
64017,7521,26
64031,7522,9
64045,7503,4
64077,7522,8
64016,7503,39
64006,7521,47
64100,7503,513
64033,7521,6
64010,7521,92
63467,0063,2
64038,7503,530
64023,7522,53
63424,8408,34
64007,7521,61
63457,8408,409
64082,7522,14
49008,5221,57
48128,7613,36
49129,5202,457
48173,7603,19
49102,5206,16
49056,5221,11
63422,8410,29
48090,7613,73
49061,5221,56
49064,5221,46
48085,7613,9
48080,7613,321
48097,7603,20
49045,5220,34
48165,7613,14
49090,5202,55
49003,5220,151
48092,7613,412
49126,5201,1096
49002,5220,228
49018,5209,836
49007,5202,14212
48174,7613,8
48158,7603,14
48148,7603,56
48082,7613,3
49109,5206,75
49076,5202,45
49067,5221,22
49123,5220,248
48171,7613,14
48147,7613,50
48157,7613,7
48131,7613,29
49010,5221,19
48140,7613,396
48136,7613,9
48106,7613,3
49114,5220,13
48108,7613,7
49092,5206,1407
49041,5220,112
48178,7603,23
48144,7613,41
48182,7613,8
48145,7613,10
48175,7613,10
49009,5220,23
49060,5220,192
49055,5202,187
48170,7603,21
48176,7613,12
49023,5206,1552
49127,5209,269
48198,7603,86
48075,7613,98
49029,5202,117
49021,5202,471
49012,5206,20
49070,5206,39
49026,5202,207
48155,7603,45
48137,7613,41
48139,7613,12
48127,7613,74
49038,5221,9
48156,7613,48
48104,7613,85
48117,7603,21
48181,7613,5
48146,7613,135
49028,5202,23
48081,7613,19
48179,7613,7
48153,7613,3
48191,7613,19
48193,7613,20
49086,5202,293
49015,5202,1092
49048,5202,214
48107,7613,16
48074,7613,38
48124,7613,10
48098,7613,7
48086,7613,16
49110,5202,141
49112,5220,66
48192,7613,7
49036,5221,27
48141,7613,12
49058,5206,35
48111,7613,16
48110,7613,3
49125,5220,770
48130,7613,10
48088,7613,30
48115,7613,17
48079,7613,5
48160,7613,9
48132,7613,86
49107,5202,45
49100,5220,31
48121,7613,10
48116,7613,70
49063,5201,614
48138,7613,1
49035,5202,516
48089,7613,23
49011,5220,29
48123,7613,14
48190,7613,14
48129,7613,15
48161,7613,2
48072,7613,19
48135,7603,11
49022,5202,116
48151,7613,3
49113,5220,29
48194,7603,46
48095,7613,1181
48094,7613,109
48077,7613,0
48149,7613,2
48188,7613,15
49054,5221,227
48073,7613,5
48119,7603,18
49121,5220,37
49057,5206,13
48185,7613,12
48096,7613,87
49027,5206,112
49089,5221,64
49020,5202,1006
49099,5206,5088
48083,7613,9
48187,7613,14
48112,7613,3
49030,5220,41
49120,5202,89
48099,7613,126
49017,5202,28
49050,5202,884
48169,7613,5
49068,5201,140
48087,7613,40
48168,7613,14
48103,7613,55
48177,7613,11
49082,5201,69
48167,7613,0
48163,7603,11
48166,7613,23
49080,5202,530
49053,5220,13
48152,7603,26
48150,7613,19
48105,7613,29
63436,0063,9
64062,7521,256
64060,7522,149
64001,7522,13
64002,7522,8
63417,8408,163
79294,7520,9
79229,7520,19
80061,3202,3
80003,3202,48
80044,3202,10
79217,7520,48
79235,7506,76
79349,7520,15
79250,7530,20
79320,7520,29
80045,3202,4
80053,3220,2
80047,3202,18
64039,7521,16
80015,3220,4
79322,7506,129
79249,7520,117
79253,7520,43
79277,7530,48
79309,7506,22
79301,7520,32
79350,7520,4
79236,7506,30
80039,0058,107
80062,3202,58
80016,3202,663
79254,7520,34
79265,7530,59
79295,7520,31
80014,3220,4
80041,3202,5
80030,3201,7
79242,7506,35
80006,3201,9
80038,3202,14
79319,7520,35
79316,7520,26
79332,7506,7
79334,7520,71
79355,7520,187
79342,7506,47
79303,7520,16
79255,7506,25
79243,7520,25
79338,7520,8
80002,3220,19
79238,7506,42
80013,3201,120
79337,7520,52
80052,3202,4
79284,7520,50
79351,7520,91
79263,7520,22
79239,7506,98
79285,7506,106
80037,3202,1
79220,7520,41
79258,7530,14
79341,7520,5
79273,7520,23
79223,7520,3
79226,7506,24
79256,7520,11
79304,7520,55
80031,3202,52
79244,7530,16
64106,7521,37
80025,3201,15
80022,3201,10
80055,3202,3
80011,3202,117
79280,7506,36
80018,0058,12
79302,7520,50
80057,3202,1
80035,3202,4
80033,3220,26
79313,7520,23
79274,7530,15
79283,7520,43
80032,3202,10
79300,7530,112
80036,3202,27
80008,0058,39
79257,7520,114
80020,3202,35
79231,7520,33
80051,3201,11
80054,3220,6
79339,7506,128
79216,7520,135
80042,3202,4
80028,3202,5
80019,3201,25
79215,7506,20
80021,3202,10032
79311,7506,124
79252,7530,18
64102,7503,7536
79352,7520,8
79345,7506,59
80024,3202,39
79329,7530,978
80056,3202,5
79278,7506,15
79326,7506,83
79298,7520,110
79354,7506,19
79340,7506,18
79335,7520,51
49241,5202,210
79347,7506,32
80058,3202,11
79246,7520,27
79241,7520,39
79346,7520,11
79297,7520,30
79230,7524,61
80001,3201,2176
80023,3202,16
79268,7530,80
80026,3202,2
79293,7520,56
80029,0058,40
79336,7520,13
79310,7520,37
79218,7506,12
80005,3201,2
79343,7520,8
79306,7506,6
80034,3220,21
80048,3201,2
79312,7520,6
79307,7520,164
80009,3201,64
49352,5206,68
50027,2802,62
50048,2802,19
49194,5202,373
50049,2805,32
50062,2802,2
50058,2806,178
50032,2816,44
49367,5221,300
49201,5202,122
49266,5202,54
49217,5221,42
49174,5209,59
50066,2810,235
50030,2805,61
49236,5206,8
49167,5202,466
49220,5218,204
50042,2802,60
49378,5220,166
49333,5202,258
49292,5202,191
49310,5206,21
49260,5206,117
50050,2816,13
49377,5202,373
49323,5202,783
49138,5202,139
49171,5220,3
50054,2816,7
50008,2810,20
49302,5220,24
49130,5202,51
49223,5202,470
49240,5206,50
49215,5220,269
49200,5202,374
50074,2802,177
50033,2805,8
49308,5202,179
49291,5220,17
50052,2805,12
49246,5202,1125
50036,2816,18
49371,5206,86
49180,5220,450
49306,5202,156
49368,5220,110
49347,5202,374
50046,2816,20
49214,5202,430
49218,5201,948
49334,5202,17
50026,2805,4
49163,5202,180
49294,5202,169
50006,2816,10
50031,2805,295
49299,5206,186
49370,5220,24
49362,5220,81
49231,5206,99
49160,5201,225
49261,5220,664
49331,5221,1116
50023,2816,25
49248,5221,511
49135,5202,158
49364,5220,68
49178,5221,56
49140,5220,62
49131,5220,21
49341,5220,34
49361,5220,104
50003,2806,396
49205,5218,59
49358,5220,58
49311,5220,59
50025,2802,1120
49338,5202,83
49193,5206,198
49271,5202,122
50013,2805,28
49301,5206,1728
50002,2816,466
49257,5209,52
49307,5202,1185
49269,5206,196
50004,2816,18
50016,2816,5
49328,5220,2439
49188,5202,59
50045,2805,46
49359,5220,31
49182,5220,56
49235,5220,32
50044,2806,24
49369,5220,97
49332,5206,452
49329,5202,122
49221,5220,52
50024,2806,5
50038,2810,39
49176,5221,351
49195,5206,61
49374,5220,76
49222,5202,165
49259,5202,207
49228,5209,351
54472,4412,38
54417,4412,6
54505,4412,41
54525,4424,27
54485,4424,4
54419,4419,3
54510,4412,22
54442,4412,6
54545,4412,20
54547,4412,2092
54471,4412,4
54492,4412,6
54568,4424,9
54562,4419,1
54488,4419,3
54565,4412,8
54535,4410,17
54557,4412,264
54453,4410,8
54431,4412,1108
54542,4410,114
54441,4410,12
54554,4412,3
54570,4410,18
54496,4412,13
54473,4412,13
54501,4412,9
54458,4419,8
54521,4424,59
54538,4412,12
54576,4424,4
54482,4412,637
54523,4412,14
54415,4412,190
54520,4412,20
54481,4417,8
54509,4412,35
54560,4417,1
54574,4424,24
54544,4410,6
54420,4424,5
54534,4412,20
54573,4412,7
54548,4412,16
54449,4412,52
54487,4412,0
54528,4412,1214
54508,4412,8
54421,4419,15
54552,4412,6
54450,4417,6
54519,4417,28
54577,4412,10
54457,4412,0
54470,4412,2
54437,4412,73
54444,4412,18
54475,4412,7
54536,4424,116
54468,4412,8
54438,4412,3
54571,4412,92
54445,4412,8
54427,4417,15
54435,4410,15
54455,4412,5
54515,4412,12
54539,4417,5
54559,4412,16
54477,4410,11
54466,4412,18
54516,4412,0
54432,4412,137
54546,4412,51
54531,4412,3
54558,4412,12
54530,4412,3
54567,4412,11
54478,4410,14
54563,4412,135
54502,4412,17
54493,4424,47
54447,4412,3
54460,4412,7
54440,4410,8
54461,4412,5
54518,4412,71
54540,4419,16
54529,4412,1
54430,4412,353
54543,4412,2
54497,4412,10
54469,4410,19
54428,4424,41
54425,4424,119
54524,4410,3
54452,4412,6
54436,4424,10
54479,4412,7
54491,4424,12
54532,4412,8
54512,4419,4
54489,4424,6
54564,4412,11
54414,4412,29
54423,4417,10
54416,4412,6
54566,4412,7
54494,4412,9
54418,4412,9
54463,4412,16
54522,4412,4
54424,4412,4
54439,4412,380
54499,4412,12
54556,4412,4
54569,4412,7
54495,4412,231
54498,4412,420
54517,4412,10
54561,4412,1
54533,4424,125
54549,4412,198
54429,4412,19
54480,4412,0
54514,4424,15
54553,4412,9
54433,4412,16
54527,4412,43
54462,4412,167
54511,4410,5
54483,4412,483
54456,4412,43
54490,4412,85
54476,4424,8
54572,4424,19
54465,4412,42
54484,4417,3
54451,4424,100
54426,4412,28
54507,4412,7
54504,4424,14
54526,4412,495
54459,4412,148
54513,4412,34
54467,4412,12
54500,4412,5
54541,4412,7
54555,4417,1
54474,4412,15
54443,4417,2
54486,4412,18
54550,4412,13
54537,4424,19
64257,7522,20
64224,7521,28
54575,4424,138
64185,7521,12
64114,7522,27
64144,7522,9
64175,7521,12
64211,7522,17
64151,7521,14
64222,7521,4
64170,7522,8
64264,7521,2
64228,7521,20
64167,7522,8
64212,7522,13
64173,7522,17
64194,7522,32
64152,7522,188
64231,7521,15
64101,7522,40
64186,7521,18
64111,7522,3
64221,7521,8
64140,7503,663
64230,7522,414
64218,7503,10
64132,7522,480
64204,7521,140
64133,7522,95
64191,7522,265
64184,7522,37
64192,7522,8
64199,7522,9
64261,7521,33
64120,7503,33
64160,7503,683
64195,7522,8
64149,7522,11
64226,7522,12
64165,7521,15
64200,7522,13
64259,7503,88
64197,7522,8
64233,7522,139
64130,7503,101
64174,7522,1
55007,4426,13
64190,7522,11
64239,7522,2
64235,7521,19
64256,7503,741
64124,7503,73
64229,7503,12
64110,7521,20
64113,7521,12
64156,7521,23
64118,7522,1
64138,7522,200
64153,7522,6
64203,7522,25
64252,7521,37
64159,7522,13
64139,7522,66
64161,7510,91
64237,7522,304
64236,7522,5
64242,7521,3
55031,4427,14
64128,7521,12
64121,7522,17
64148,7522,62
64243,7522,11
64117,7522,5
64234,7522,24
64254,7522,27
64181,7522,29
54591,4412,21
64241,7521,24
64210,7522,16
64213,7503,288
64137,7522,35
64109,7522,173
64198,7522,114
64135,7522,47
64171,7522,24
64103,7522,16
64196,7522,9
64108,7522,44
64206,7521,4
64217,7521,31
64143,7522,8
64178,7521,45
64131,7522,49
64247,7521,46
64116,7521,19
64251,7521,23
64253,7521,25
64208,7522,27
64126,7521,70
64225,7521,52
64179,7522,16
64244,7521,16
64158,7522,7
64262,7522,20
64155,7503,10
64127,7521,41
64105,7521,13
64263,7522,6
64227,7522,38
64205,7522,15
64188,7521,63
64150,7503,14
64240,7521,11
64145,7522,35
64255,7503,52
64258,7521,4
64215,7521,6
64232,7522,11
64112,7522,35
64166,7503,16
64104,7521,91
64180,7522,20
64202,7521,28
64214,7521,29
64123,7503,126
64136,7521,12
64141,7522,31
55002,4426,7
64157,7521,67
64176,7521,13
64249,7503,287
64177,7522,53
64189,7503,842
64115,7521,7
64260,7503,1609
64207,7521,19
64220,7521,25
55100,4412,9
55103,4426,1
64147,7503,222
64238,7522,153
64250,7503,114
64119,7522,50
64246,7522,22
64223,7521,8
64219,7521,20
64142,7522,79
55097,4412,15
55068,4426,2
55109,4421,4
55023,4426,4
55144,4401,23
64168,7522,65
64146,7522,15
55084,4401,4
55094,4426,18
55128,4401,2
55149,4421,7
64134,7503,35
55009,4426,25
54579,4412,16
55067,4401,7
55021,4426,7
55133,4401,5
