ZE2020,year,sitadel_monthly_total_autorisee,sitadel_monthly_total_commencee,sitadel_monthly_q1_autorisee,sitadel_monthly_q1_commencee,sitadel_monthly_h1_autorisee,sitadel_monthly_h1_commencee
5207,2025,103683,107086,16454,17085,49391,36714
5208,2025,28337,10199,10640,3358,13715,6078
5209,2025,106295,11939,2744,2103,12937,3301
5210,2025,162648,86192,22585,20925,59308,42157
5211,2025,111271,97228,32585,56552,56506,73380
5212,2025,241921,108440,49373,36235,130738,48364
5213,2025,183724,166772,44144,33463,86335,109422
5214,2025,83763,52500,39938,12999,46447,27605
5215,2025,67753,74391,12784,20667,45038,39189
5216,2025,800797,429074,168731,60109,380969,143732
5217,2025,83831,22932,8797,5639,16884,11675
5218,2025,61180,71266,11079,9793,32623,50478
5219,2025,198553,129740,50772,29934,134014,51202
5220,2025,98181,101292,9684,50733,50689,93592
5221,2025,42625,57148,9463,7367,25406,49052
5301,2025,43320,39441,14566,11117,25190,26244
5302,2025,366986,165875,52936,33249,173336,80465
5303,2025,96357,50898,21610,12041,38484,26341
5304,2025,54347,33112,11611,12951,26365,19576
5305,2025,105912,32930,14691,13868,25533,17501
5306,2025,57604,25556,15792,6708,22444,17486
5307,2025,58701,44374,16428,12096,27364,20642
5308,2025,113079,77376,30340,11001,66350,17365
5309,2025,163708,71410,33794,5553,66141,19482
5310,2025,167988,111113,54978,26934,95861,72203
5311,2025,68301,60200,14845,9562,35969,32734
5312,2025,121337,68807,30205,16438,57846,36195
5313,2025,190958,88094,35150,27565,67680,37938
5314,2025,37339,42558,8375,3382,13639,8923
5315,2025,599485,269371,99241,72838,294366,150799
5316,2025,112197,59468,24149,9980,51047,20963
5317,2025,95845,40772,19231,10709,53183,24960
5318,2025,179746,146069,41445,39975,90559,67192
5319,2025,93609,103601,43032,43791,70201,83998
7501,2025,88898,80956,16675,25449,45509,43478
7502,2025,129264,86249,35557,49314,48642,57410
7503,2025,162572,102490,36723,26966,63251,39502
7504,2025,125388,63801,64678,9602,97177,28058
7505,2025,574749,329712,139853,72365,253221,169645
7506,2025,102177,56207,9065,18194,38637,26480
7507,2025,60658,36477,16405,20127,33346,26442
7508,2025,25407,25571,3284,2170,4527,6332
7509,2025,129789,95317,8286,17838,33502,50983
7510,2025,106698,96994,22935,18587,43881,27383
7511,2025,39324,24769,12423,2378,22097,6801
7512,2025,140393,79971,33901,15386,58967,48513
7513,2025,143819,93788,18517,15160,34310,27765
7514,2025,40232,19173,14007,6410,22331,12488
7515,2025,40435,7493,8077,2048,18600,2835
7516,2025,76375,49355,26889,5910,43348,21032
7517,2025,125683,72457,42532,14683,71728,35351
7518,2025,394472,96920,98262,10059,218690,27240
7519,2025,99817,43595,10363,7736,26141,27626
7520,2025,157392,59882,12194,8731,114559,25827
7521,2025,61765,20932,9040,3640,31793,11415
7522,2025,169746,54019,34412,13098,88953,27813
7523,2025,142449,75056,50859,19136,94708,28749
7524,2025,153228,82343,50273,18712,78108,40320
7525,2025,46499,12077,10519,3938,18784,5590
7526,2025,43887,27704,13592,9586,21368,19289
7527,2025,56026,12817,15441,2121,28731,7967
7528,2025,120751,41123,13065,11004,34033,22934
7529,2025,45413,13581,11200,2843,25167,3053
7530,2025,52091,17033,12699,5124,18867,8642
7531,2025,56767,25610,16804,3699,27876,7831
7532,2025,89155,145539,18006,40651,37761,52267
7601,2025,35463,27319,16628,5983,24241,15717
7602,2025,181018,96327,57988,20674,102057,48741
7603,2025,97341,48268,13838,4597,32287,13015
7604,2025,250198,70324,45166,21171,117542,44416
7605,2025,61270,21472,14793,3319,19109,14482
7606,2025,160175,99670,23357,38049,63286,45895
7607,2025,72576,19143,16952,7335,43725,12531
7608,2025,130114,132836,25391,43061,68363,59490
7609,2025,100351,34203,49073,7142,67502,15067
7610,2025,122155,63215,24962,14392,73114,32723
7611,2025,76971,44592,15413,21659,33859,26388
7612,2025,104691,44053,38668,3344,50048,10925
7613,2025,45009,22412,9018,2419,21980,12987
7614,2025,74451,22244,12134,6350,36126,10887
7615,2025,263192,90233,69128,32122,103292,42371
7616,2025,406655,274212,136213,63017,186127,124181
7617,2025,105597,27138,38063,7594,53999,13575
7618,2025,111784,40663,54917,13566,63015,27374
7619,2025,87634,23666,20177,9607,37515,19222
7620,2025,290436,165482,65894,52644,145008,82050
7621,2025,213719,90754,44949,21705,107575,42553
7622,2025,104819,36893,36033,9723,60215,13946
7623,2025,89145,26247,11390,2326,38344,8954
7624,2025,152720,46427,68442,18820,101589,27940
7625,2025,711975,374443,197630,131675,362609,211366
8401,2025,176719,87851,35060,20140,79440,44182
8402,2025,60004,27320,23063,5112,33192,12500
8403,2025,72642,37145,11612,3680,26976,9588
8404,2025,18190,5029,2446,2106,6751,2412
8405,2025,116790,81916,27439,21575,69006,35857
8406,2025,162612,82991,41294,16872,62981,38934
8407,2025,98646,51504,29330,15202,49580,25465
8408,2025,199529,159142,41064,56662,81308,72519
8409,2025,233304,125694,35302,30236,87952,54385
8410,2025,64513,9191,22701,3001,33671,6002
8411,2025,17744,13080,2978,6527,9388,9196
8412,2025,62334,29350,23665,4928,36043,10499
8413,2025,136191,97766,33460,15801,65672,60037
8414,2025,36120,10609,11911,4784,19838,6499
8415,2025,55717,37027,20176,6472,30652,20348
8416,2025,163186,104948,31472,28618,65696,42975
8417,2025,38697,32232,8425,14775,22822,19705
8418,2025,40803,20433,13827,12394,28006,13046
8419,2025,69787,40387,14906,12640,44817,26341
8420,2025,64578,28307,14799,3481,21393,19485
8421,2025,816490,505320,179530,92459,384754,208606
8422,2025,66014,19368,17227,9872,39703,11336
8423,2025,48670,15341,10353,2360,17761,7195
8424,2025,45835,20944,7181,6568,20344,10641
8425,2025,15722,7606,9852,4751,10360,5365
8426,2025,41843,101490,13529,13330,19414,36036
8427,2025,42021,21506,13886,4752,20971,12648
8428,2025,276157,144616,50157,39676,119999,67889
8429,2025,108052,20099,20834,461,78507,3014
8430,2025,37147,22380,8756,13024,26724,17329
8431,2025,218536,152082,25258,19497,141107,40404
8432,2025,88799,78998,45965,35005,56863,40990
8433,2025,168160,51837,34697,15749,70727,31291
8434,2025,93394,43309,17445,13973,43127,21769
8435,2025,115579,75751,38064,12708,57722,31643
9301,2025,198720,97888,34332,21382,91161,57539
9302,2025,10532,9212,2374,5410,5312,7197
9303,2025,71758,26565,34487,7783,46585,12494
9304,2025,115179,81032,56412,17258,71674,42009
9305,2025,89550,35310,5231,2385,25950,14713
9306,2025,98782,67592,19257,7208,34532,18792
9307,2025,52774,21359,10478,8572,26028,13360
9308,2025,34337,21527,7595,5635,15778,9219
9309,2025,42528,38223,16317,7961,25173,11662
9310,2025,56669,29602,11257,12769,22385,24397
9311,2025,39764,19326,8986,3333,25676,8068
9312,2025,514380,355164,163014,189118,220743,202859
9313,2025,226986,77414,65390,12709,133110,33227
9314,2025,19772,14371,5709,215,17036,215
9315,2025,101208,52405,35045,15178,52711,39875
9316,2025,17346,10124,4108,6769,9230,7502
9317,2025,35774,32680,9977,10124,15387,12718
9318,2025,154281,86820,38627,35955,64169,62885
9401,2025,31167,14839,16594,1000,20773,7347
9402,2025,33782,34535,4498,6031,8112,12561
9403,2025,14682,9615,1097,1337,6928,5019
9404,2025,7358,2214,675,1199,1597,1514
9405,2025,2713,10076,750,4125,969,6706
9406,2025,20735,7830,2152,1038,3583,3648
9407,2025,7430,5583,348,118,986,1030
0051,2026,2863,3696,2863,3696,2863,3696
0052,2026,49566,13196,49566,13196,49566,13196
0053,2026,31570,16084,31570,16084,31570,16084
0054,2026,7981,9624,7981,9624,7981,9624
0055,2026,9694,3624,9694,3624,9694,3624
0056,2026,118,2117,118,2117,118,2117
0057,2026,5223,889,5223,889,5223,889
0058,2026,14265,4103,14265,4103,14265,4103
0059,2026,11156,2480,11156,2480,11156,2480
0060,2026,3458,1575,3458,1575,3458,1575
0061,2026,10252,3860,10252,3860,10252,3860
0062,2026,6272,3005,6272,3005,6272,3005
0063,2026,5301,10200,5301,10200,5301,10200
0064,2026,5401,6716,5401,6716,5401,6716
0101,2026,149,0,149,0,149,0
0102,2026,3222,570,3222,570,3222,570
0103,2026,193,0,193,0,193,0
0104,2026,17222,3049,17222,3049,17222,3049
0105,2026,90,494,90,494,90,494
0201,2026,1306,97,1306,97,1306,97
0202,2026,5222,759,5222,759,5222,759
0203,2026,0,0,0,0,0,0
0204,2026,0,25,0,25,0,25
0205,2026,2019,144,2019,144,2019,144
0206,2026,3570,25,3570,25,3570,25
0301,2026,28108,60,28108,60,28108,60
0302,2026,267,2753,267,2753,267,2753
0303,2026,305,0,305,0,305,0
0401,2026,26504,3003,26504,3003,26504,3003
0402,2026,19038,20210,19038,20210,19038,20210
0403,2026,5088,1849,5088,1849,5088,1849
0404,2026,30477,11169,30477,11169,30477,11169
0601,2026,2163,1204,2163,1204,2163,1204
1101,2026,165657,9239,165657,9239,165657,9239
1102,2026,503,33,503,33,503,33
1103,2026,3447,7577,3447,7577,3447,7577
1104,2026,32227,7935,32227,7935,32227,7935
1105,2026,4412,4162,4412,4162,4412,4162
1106,2026,75656,14975,75656,14975,75656,14975
1107,2026,5880,304,5880,304,5880,304
1108,2026,5658,1615,5658,1615,5658,1615
1109,2026,228887,285395,228887,285395,228887,285395
1110,2026,2694,165,2694,165,2694,165
1111,2026,5999,1760,5999,1760,5999,1760
1112,2026,77496,44294,77496,44294,77496,44294
1113,2026,35804,6611,35804,6611,35804,6611
1114,2026,125656,21450,125656,21450,125656,21450
1115,2026,175192,7413,175192,7413,175192,7413
2401,2026,7883,5447,7883,5447,7883,5447
2402,2026,21204,25118,21204,25118,21204,25118
2403,2026,22043,12322,22043,12322,22043,12322
2404,2026,6259,11581,6259,11581,6259,11581
2405,2026,11440,7799,11440,7799,11440,7799
2406,2026,843,419,843,419,843,419
2407,2026,4127,3349,4127,3349,4127,3349
2408,2026,3440,174,3440,174,3440,174
2409,2026,37035,1999,37035,1999,37035,1999
2410,2026,122334,8993,122334,8993,122334,8993
2411,2026,44625,62775,44625,62775,44625,62775
2412,2026,54080,1486,54080,1486,54080,1486
2413,2026,20734,27515,20734,27515,20734,27515
2414,2026,1395,4828,1395,4828,1395,4828
2415,2026,4013,3358,4013,3358,4013,3358
2701,2026,173,88,173,88,173,88
2702,2026,14260,4390,14260,4390,14260,4390
2703,2026,201,1454,201,1454,201,1454
2704,2026,10111,1107,10111,1107,10111,1107
2705,2026,4517,9904,4517,9904,4517,9904
2706,2026,21625,7720,21625,7720,21625,7720
2707,2026,15294,11426,15294,11426,15294,11426
2708,2026,6100,2375,6100,2375,6100,2375
2709,2026,5993,4245,5993,4245,5993,4245
2710,2026,2582,1951,2582,1951,2582,1951
2711,2026,18508,47744,18508,47744,18508,47744
2712,2026,1129,1460,1129,1460,1129,1460
2713,2026,10311,12059,10311,12059,10311,12059
2714,2026,11717,6193,11717,6193,11717,6193
2715,2026,15387,15132,15387,15132,15387,15132
2716,2026,2657,814,2657,814,2657,814
2717,2026,1659,0,1659,0,1659,0
2718,2026,7960,6443,7960,6443,7960,6443
2801,2026,2174,1067,2174,1067,2174,1067
2802,2026,13328,10273,13328,10273,13328,10273
2803,2026,5642,192,5642,192,5642,192
2804,2026,35085,31790,35085,31790,35085,31790
2805,2026,27671,15547,27671,15547,27671,15547
2806,2026,10968,8260,10968,8260,10968,8260
2807,2026,11614,6791,11614,6791,11614,6791
2808,2026,14403,6580,14403,6580,14403,6580
2809,2026,7756,3029,7756,3029,7756,3029
2810,2026,4520,833,4520,833,4520,833
2811,2026,9650,1192,9650,1192,9650,1192
2812,2026,3033,96,3033,96,3033,96
2813,2026,8319,5797,8319,5797,8319,5797
2814,2026,6842,2056,6842,2056,6842,2056
2815,2026,40122,29261,40122,29261,40122,29261
2816,2026,24258,3234,24258,3234,24258,3234
2817,2026,16522,1680,16522,1680,16522,1680
2818,2026,5925,2708,5925,2708,5925,2708
2819,2026,5755,8500,5755,8500,5755,8500
3201,2026,22715,5023,22715,5023,22715,5023
3202,2026,12406,27989,12406,27989,12406,27989
3203,2026,14849,24093,14849,24093,14849,24093
3204,2026,11215,6519,11215,6519,11215,6519
3205,2026,12362,12211,12362,12211,12362,12211
3206,2026,10417,1070,10417,1070,10417,1070
3207,2026,11145,2942,11145,2942,11145,2942
3208,2026,9456,13039,9456,13039,9456,13039
3209,2026,6244,5815,6244,5815,6244,5815
3210,2026,28503,3254,28503,3254,28503,3254
3211,2026,13768,11572,13768,11572,13768,11572
3212,2026,9449,12068,9449,12068,9449,12068
3213,2026,8717,44792,8717,44792,8717,44792
3214,2026,12816,9871,12816,9871,12816,9871
3215,2026,18204,18283,18204,18283,18204,18283
3216,2026,57407,63314,57407,63314,57407,63314
3217,2026,18084,7552,18084,7552,18084,7552
3218,2026,28432,16879,28432,16879,28432,16879
3219,2026,10700,14286,10700,14286,10700,14286
3220,2026,11790,14286,11790,14286,11790,14286
3221,2026,12175,5747,12175,5747,12175,5747
3222,2026,41370,6626,41370,6626,41370,6626
4401,2026,6927,2515,6927,2515,6927,2515
4402,2026,32463,725,32463,725,32463,725
4403,2026,10080,2450,10080,2450,10080,2450
4404,2026,8233,2622,8233,2622,8233,2622
4405,2026,12934,6049,12934,6049,12934,6049
4406,2026,7330,1636,7330,1636,7330,1636
4407,2026,10124,8216,10124,8216,10124,8216
4408,2026,1410,62,1410,62,1410,62
4409,2026,19639,37201,19639,37201,19639,37201
4410,2026,11522,15158,11522,15158,11522,15158
4411,2026,17477,7067,17477,7067,17477,7067
4412,2026,32074,25822,32074,25822,32074,25822
4413,2026,16566,19984,16566,19984,16566,19984
4414,2026,3503,3609,3503,3609,3503,3609
4415,2026,947,358,947,358,947,358
4416,2026,10418,7783,10418,7783,10418,7783
4417,2026,8731,1391,8731,1391,8731,1391
4418,2026,7829,42031,7829,42031,7829,42031
4419,2026,5163,7104,5163,7104,5163,7104
4420,2026,7135,4518,7135,4518,7135,4518
4421,2026,3251,2556,3251,2556,3251,2556
4422,2026,5087,2070,5087,2070,5087,2070
4423,2026,57149,46057,57149,46057,57149,46057
4424,2026,7722,3629,7722,3629,7722,3629
4425,2026,7848,26347,7848,26347,7848,26347
4426,2026,949,12278,949,12278,949,12278
4427,2026,1367,65,1367,65,1367,65
5201,2026,4848,6089,4848,6089,4848,6089
5202,2026,28467,17195,28467,17195,28467,17195
5203,2026,11554,6868,11554,6868,11554,6868
5204,2026,894,2985,894,2985,894,2985
5205,2026,5285,4940,5285,4940,5285,4940
5206,2026,10036,20966,10036,20966,10036,20966
5207,2026,18695,6656,18695,6656,18695,6656
5208,2026,9612,553,9612,553,9612,553
5209,2026,6607,535,6607,535,6607,535
5210,2026,24252,10294,24252,10294,24252,10294
5211,2026,18550,9461,18550,9461,18550,9461
5212,2026,39736,24639,39736,24639,39736,24639
5213,2026,30494,20324,30494,20324,30494,20324
5214,2026,6365,17049,6365,17049,6365,17049
5215,2026,25756,2978,25756,2978,25756,2978
5216,2026,69313,70341,69313,70341,69313,70341
5217,2026,8806,9725,8806,9725,8806,9725
5218,2026,10437,5005,10437,5005,10437,5005
5219,2026,10909,26339,10909,26339,10909,26339
5220,2026,16927,35670,16927,35670,16927,35670
5221,2026,24324,27,24324,27,24324,27
5301,2026,18658,6966,18658,6966,18658,6966
5302,2026,53064,39519,53064,39519,53064,39519
5303,2026,13158,12666,13158,12666,13158,12666
5304,2026,8065,9901,8065,9901,8065,9901
5305,2026,3910,3981,3910,3981,3910,3981
5306,2026,6472,1593,6472,1593,6472,1593
5307,2026,16430,3678,16430,3678,16430,3678
5308,2026,12009,6726,12009,6726,12009,6726
5309,2026,9679,18219,9679,18219,9679,18219
5310,2026,29283,7860,29283,7860,29283,7860
5311,2026,17259,15397,17259,15397,17259,15397
5312,2026,28255,8978,28255,8978,28255,8978
5313,2026,22694,5866,22694,5866,22694,5866
5314,2026,17917,7847,17917,7847,17917,7847
5315,2026,56772,37517,56772,37517,56772,37517
5316,2026,19679,12400,19679,12400,19679,12400
5317,2026,14254,5346,14254,5346,14254,5346
5318,2026,18741,18767,18741,18767,18741,18767
5319,2026,12419,7321,12419,7321,12419,7321
7501,2026,17085,2697,17085,2697,17085,2697
7502,2026,12251,5710,12251,5710,12251,5710
7503,2026,34837,25053,34837,25053,34837,25053
7504,2026,5196,2462,5196,2462,5196,2462
7505,2026,133970,49126,133970,49126,133970,49126
7506,2026,2573,10486,2573,10486,2573,10486
7507,2026,13223,10788,13223,10788,13223,10788
7508,2026,2364,1232,2364,1232,2364,1232
7509,2026,9580,7801,9580,7801,9580,7801
7510,2026,13874,10739,13874,10739,13874,10739
7511,2026,8684,29141,8684,29141,8684,29141
7512,2026,21388,12648,21388,12648,21388,12648
7513,2026,6209,5642,6209,5642,6209,5642
7514,2026,4046,1884,4046,1884,4046,1884
7515,2026,8550,895,8550,895,8550,895
7516,2026,9025,8501,9025,8501,9025,8501
7517,2026,26988,19016,26988,19016,26988,19016
7518,2026,45905,24869,45905,24869,45905,24869
7519,2026,13929,6389,13929,6389,13929,6389
7520,2026,8693,8943,8693,8943,8693,8943
7521,2026,7914,1839,7914,1839,7914,1839
7522,2026,10090,13331,10090,13331,10090,13331
7523,2026,6486,12310,6486,12310,6486,12310
7524,2026,41412,15268,41412,15268,41412,15268
7525,2026,6020,14280,6020,14280,6020,14280
7526,2026,9919,5439,9919,5439,9919,5439
7527,2026,14596,13408,14596,13408,14596,13408
7528,2026,31584,12276,31584,12276,31584,12276
7529,2026,10979,3330,10979,3330,10979,3330
7530,2026,9908,1486,9908,1486,9908,1486
7531,2026,7794,4461,7794,4461,7794,4461
7532,2026,12102,2349,12102,2349,12102,2349
7601,2026,2331,3738,2331,3738,2331,3738
7602,2026,20690,15625,20690,15625,20690,15625
7603,2026,8990,4871,8990,4871,8990,4871
7604,2026,29303,14498,29303,14498,29303,14498
7605,2026,3400,0,3400,0,3400,0
7606,2026,11186,21630,11186,21630,11186,21630
7607,2026,9153,7976,9153,7976,9153,7976
7608,2026,13420,9638,13420,9638,13420,9638
7609,2026,8288,7228,8288,7228,8288,7228
7610,2026,64378,5623,64378,5623,64378,5623
7611,2026,17637,3986,17637,3986,17637,3986
7612,2026,98982,6698,98982,6698,98982,6698
7613,2026,946,4761,946,4761,946,4761
7614,2026,5617,1113,5617,1113,5617,1113
7615,2026,19527,15747,19527,15747,19527,15747
7616,2026,65409,29476,65409,29476,65409,29476
7617,2026,15892,5573,15892,5573,15892,5573
7618,2026,14050,11515,14050,11515,14050,11515
7619,2026,18131,4564,18131,4564,18131,4564
7620,2026,30595,24552,30595,24552,30595,24552
7621,2026,39821,8926,39821,8926,39821,8926
7622,2026,9588,7400,9588,7400,9588,7400
7623,2026,5992,1040,5992,1040,5992,1040
7624,2026,19777,7736,19777,7736,19777,7736
7625,2026,155414,117303,155414,117303,155414,117303
8401,2026,11920,10198,11920,10198,11920,10198
8402,2026,6694,4587,6694,4587,6694,4587
8403,2026,4042,4068,4042,4068,4042,4068
8404,2026,699,653,699,653,699,653
8405,2026,22844,6552,22844,6552,22844,6552
8406,2026,15607,28982,15607,28982,15607,28982
8407,2026,10189,7996,10189,7996,10189,7996
8408,2026,18541,14169,18541,14169,18541,14169
8409,2026,51347,15967,51347,15967,51347,15967
8410,2026,4879,3416,4879,3416,4879,3416
8411,2026,2143,1089,2143,1089,2143,1089
8412,2026,14896,3003,14896,3003,14896,3003
8413,2026,26823,4219,26823,4219,26823,4219
8414,2026,7492,1954,7492,1954,7492,1954
8415,2026,5858,3940,5858,3940,5858,3940
8416,2026,25343,11771,25343,11771,25343,11771
8417,2026,3170,1090,3170,1090,3170,1090
8418,2026,5252,1317,5252,1317,5252,1317
8419,2026,10821,4273,10821,4273,10821,4273
8420,2026,5384,4563,5384,4563,5384,4563
8421,2026,69073,61424,69073,61424,69073,61424
8422,2026,14465,5235,14465,5235,14465,5235
8423,2026,9613,8270,9613,8270,9613,8270
8424,2026,2787,3550,2787,3550,2787,3550
8425,2026,1041,70,1041,70,1041,70
8426,2026,19243,4958,19243,4958,19243,4958
8427,2026,9237,642,9237,642,9237,642
8428,2026,25181,10982,25181,10982,25181,10982
8429,2026,11672,10275,11672,10275,11672,10275
8430,2026,9844,4170,9844,4170,9844,4170
8431,2026,41916,30560,41916,30560,41916,30560
8432,2026,6335,3811,6335,3811,6335,3811
8433,2026,37209,13031,37209,13031,37209,13031
8434,2026,12185,6326,12185,6326,12185,6326
8435,2026,10427,8561,10427,8561,10427,8561
