codgeo,ze2020,side_stocks_ul_2023_total
47296,7518,13
47245,7518,4
47231,7518,12
47226,7518,29
47304,7518,3
47325,7518,22
48046,7613,1
47300,7501,80
21474,2711,23
21438,2711,5
47264,7518,76
48056,7613,26
47297,7532,12
34078,7616,189
33532,7516,32
33535,7505,604
27324,2817,37
27329,2817,38
47287,7501,14
33541,7515,97
34089,7606,104
47230,7532,32
47238,7501,117
33513,7514,4
47289,7501,43
47260,7501,25
47265,7532,18
48020,7613,4
21475,2711,36
33515,7514,31
21467,2711,7
47320,7518,24
47241,7532,66
34022,7616,957
27339,2808,61
47282,7501,12
33540,7515,450
34041,7616,66
34018,7606,80
34071,7606,20
34074,7606,214
33526,7516,9
34099,7616,7
33519,7505,824
33530,7505,63
34095,7616,752
33555,7505,477
34047,7616,61
33503,7505,52
21493,2711,29
34067,7603,116
33551,7505,20
34016,7616,63
34044,7606,44
34059,7617,23
33514,7515,452
34092,7606,79
34073,7606,183
34096,7606,54
34098,7610,12
34055,7606,13
34061,7606,50
34005,7603,26
34079,7616,1031
34004,7617,20
34033,7616,210
27379,2817,26
33499,7516,25
34052,7606,261
34058,7616,913
34057,7616,3528
34045,7616,38
21561,2711,23
21552,2711,2
34069,7606,376
34094,7606,92
21460,2709,3
21538,2709,11
33496,7505,256
21498,2709,3
21541,2704,38
21481,2711,160
21515,2711,679
21528,2709,8
34056,7601,94
34091,7614,8
21502,2704,40
21476,2704,14
21537,2711,14
21531,2709,39
21462,2711,98
21503,2711,11
21570,2704,5
21521,2711,55
21427,2704,17
33504,7514,93
34006,7617,22
21578,2711,20
33508,7514,51
33554,7505,380
34013,7616,160
34050,7616,183
21585,2711,80
34035,7616,121
34040,7606,10
33533,7514,217
21471,2711,1
21487,2711,22
21485,2711,184
21431,2709,17
21479,2711,4
21589,2711,6
21435,2709,23
21550,2709,4
21557,2709,12
21526,2711,2
21483,2711,7
21545,2709,51
21573,2711,51
21444,2709,6
21425,2709,268
21452,2711,150
21547,2709,16
21574,2711,18
21468,2711,2
21582,2704,80
21456,2709,6
21463,2709,10
21523,2711,11
21477,2711,7
21446,2709,17
21445,2709,16
21539,2711,4
21514,2709,6
21454,2702,4
21495,2711,2
21535,2711,146
21457,2709,2
21530,2709,3
21429,2709,22
21569,2704,44
21455,2709,10
21450,2704,19
21489,2711,3
21559,2711,62
21572,2712,20
21510,2709,11
21565,2711,25
21576,2709,13
21492,2704,85
21522,2711,22
21439,2711,5
21540,2711,714
21516,2709,8
21532,2711,88
21442,2711,80
21440,2711,10
21564,2704,40
21534,2704,59
21577,2711,114
21511,2709,9
21579,2711,28
21554,2711,117
21581,2712,4
21506,2704,35
21459,2711,19
21434,2709,10
21555,2711,158
21584,2709,220
21560,2709,23
21542,2711,21
21568,2709,43
21501,2709,188
21517,2704,37
21430,2709,14
21524,2709,6
21447,2704,3
21449,2709,13
21490,2709,12
21553,2711,11
21548,2709,20
21428,2704,18
21466,2711,4
21591,2711,59
21451,2709,12
21590,2704,179
21433,2711,26
21441,2709,26
21525,2709,70
21470,2709,5
21472,2711,9
21527,2704,26
21458,2711,59
21464,2704,585
21518,2709,10
21504,2711,9
21566,2704,4
21580,2711,14
21512,2704,92
21426,2709,9
21588,2704,2
21562,2711,16
33545,7515,79
34003,7601,3831
21473,2711,91
21478,2711,15
21432,2709,25
21505,2709,62
21563,2711,11
21465,2709,2
21480,2704,30
21558,2704,84
21500,2709,26
21546,2709,14
21484,2709,7
21519,2711,26
21469,2711,27
21586,2711,43
21549,2711,5
21520,2711,15
21529,2709,2
21544,2709,5
21508,2711,43
21494,2711,4
21543,2711,13
21482,2711,43
21491,2711,3
21536,2711,27
21571,2711,11
21497,2709,11
21461,2704,133
21567,2704,16
21583,2704,1
21437,2711,16
21488,2709,11
21533,2709,8
21436,2704,7
21496,2711,109
21575,2711,14
21587,2711,15
21556,2711,15
21499,2709,5
21448,2709,0
34037,7606,407
27381,2803,5
33501,7505,324
34084,7606,123
34024,7623,287
27331,2817,25
34053,7606,4
34029,7616,40
33516,7504,10
34026,7617,15
34076,7616,111
34039,7623,191
33537,7514,38
33539,7516,373
34002,7601,97
34087,7616,318
27423,0057,55
34080,7606,56
33494,7505,109
34025,7606,156
27411,0057,15
34070,7606,43
33542,7516,65
33546,7516,49
34011,7616,15
33536,7505,28
34054,7610,6
33531,7516,32
34014,7616,179
34010,7616,349
33493,7515,24
33521,7515,72
34068,7616,41
34036,7616,148
34012,7616,101
27365,2815,90
33517,7515,148
33548,7516,107
34009,7606,117
34020,7617,35
33552,7514,73
27323,2803,13
33525,7505,108
33528,7505,49
34008,7606,39
27433,2803,6
33498,7513,724
27373,2817,8
34021,7606,17
33512,7514,23
33550,7505,3115
33553,7505,117
33547,7514,111
27332,2817,116
27439,2808,98
27464,2808,53
27466,2808,21
27390,0057,89
27347,2808,39
27346,2817,13
27338,2815,38
27463,2803,44
27404,2812,2
27316,2815,62
27392,2817,11
27319,2811,10
27368,0057,13
27418,2803,9
27317,2811,20
27454,2815,27
27326,2808,19
27417,2817,40
27441,2803,3
27358,2808,54
27446,2808,30
27349,2811,43
27394,2815,21
27405,2817,7
27480,2817,23
27458,2815,107
27351,2815,83
27359,2812,13
27425,2803,163
27335,2808,61
27374,2808,20
27456,2808,40
27367,2811,112
27380,2803,19
27396,2817,26
27345,2803,10
27333,2817,39
27437,2817,10
27412,2815,74
27459,2803,2
27455,2803,25
27334,2803,7
27470,2815,94
27410,2808,44
27378,0057,101
27422,2817,54
27471,2815,25
27434,2811,9
27366,2815,9
27468,2803,37
27313,2815,26
27383,2808,16
27395,2803,5
27481,2808,29
27371,2803,16
27430,2817,18
27442,2803,15
27445,2817,8
27474,2815,68
27407,2817,12
27413,2811,64
27438,0057,164
27432,2803,24
27457,2808,20
27342,2808,16
27389,2803,36
27327,2803,9
27322,2815,82
27485,2811,31
27482,2815,16
27467,2811,792
27399,2817,2
27353,2808,21
27420,2817,11
27343,2817,90
27472,2808,21
27393,2811,40
27388,2811,26
27350,0057,53
27447,2808,42
27415,2811,28
27355,0057,162
27435,2811,19
27391,0057,110
27419,0057,33
27460,2803,9
27431,2808,34
27429,2808,9
27469,2815,220
27465,2808,27
27341,2808,6
27426,2817,73
27428,2803,350
21684,2704,121
27348,2815,113
27370,2817,16
27375,2815,1067
27340,2815,53
27364,2803,7
27307,2817,24
27462,2803,11
27453,2815,75
27337,2817,14
27318,2803,13
27421,2808,46
27424,2808,17
27477,2817,43
27377,2817,85
27406,0057,59
27309,0057,23
21652,2704,32
27397,2808,97
21638,2711,71
21700,2709,5
22003,5304,47
21680,2711,22
22021,5304,69
21689,2709,19
21669,2711,2
21609,2711,28
21710,2709,63
21625,2711,11
21595,2711,12
21632,2711,74
22044,5307,106
21626,2711,6
21631,2704,3
22011,5316,46
21717,2711,8
21619,2711,11
21642,2709,21
21672,2709,1
22023,5303,23
21630,2709,15
21614,2711,16
22009,5316,7
21698,2704,31
22032,5304,161
22028,5308,53
22001,5316,25
22030,5308,49
21613,2709,16
21636,2704,19
21593,2701,4
21601,2711,12
21598,2709,9
21643,2711,18
22006,5308,9
22020,5304,178
22018,5306,14
21624,2711,6
22036,5304,12
22037,5306,19
21691,2711,19
21701,2712,6
22019,5306,17
21637,2712,8
21685,2709,19
21690,2709,9
21708,2704,35
21618,2711,21
21647,2704,11
21655,2711,13
21606,2704,166
21646,2711,8
21635,2709,9
21599,2711,142
21673,2711,16
22034,5308,123
21663,2709,162
21671,2709,6
21715,2701,9
21615,2709,13
21709,2709,11
21703,2701,6
22041,5306,9
22025,5303,163
21674,2709,13
21597,2711,2
21688,2704,14
21662,2709,4
21714,2704,57
21622,2711,15
21604,2709,14
21682,2711,19
22004,5306,261
21651,2711,23
22016,5308,90
22024,5303,11
21602,2709,1
21650,2711,12
21706,2709,5
22002,5307,45
21639,2711,30
21649,2711,3
21657,2711,137
21704,2711,2
21702,2711,20
21603,2709,396
21645,2711,45
21629,2709,20
21623,2711,74
22045,5316,20
21634,2704,21
22013,5306,127
22026,5304,51
21605,2711,139
21675,2709,6
22014,5304,51
22042,5308,45
21695,2709,0
21644,2711,7
21660,2704,1
21627,2709,7
21711,2709,5
21628,2709,4
21656,2711,45
21648,2711,9
21712,2704,30
21692,2711,17
21683,2701,31
21659,2711,14
21592,2711,17
21610,2711,16
21607,2704,167
21608,2709,10
22031,5303,42
21713,2711,17
22015,5307,99
21667,2711,18
22008,5304,68
21716,2711,41
21600,2711,9
22039,5312,31
21664,2709,0
21694,2709,2
22046,5307,285
21617,2711,668
22040,5306,13
21620,2711,12
21696,2709,5
21678,2709,13
21676,2709,9
21616,2704,27
21707,2709,13
21641,2709,18
22035,5304,49
21633,2709,20
21661,2711,133
21679,2711,9
21612,2709,12
21611,2711,131
21665,2711,2
21677,2704,5
21594,2709,19
21596,2711,21
22012,5307,48
22005,5306,77
21705,2711,6
22033,5312,29
21687,2709,8
21681,2709,5
21670,2711,22
21693,2709,3
21666,2711,9
21653,2709,3
22029,5303,25
21686,2709,10
33507,7514,27
21640,2709,16
27310,2817,21
27312,2808,21
27376,0057,9
27325,2803,7
27483,2808,26
27321,2808,14
27473,2817,68
27360,2808,15
27400,2808,23
27384,2811,27
27475,2811,8
27398,2803,115
27320,2815,15
27369,2817,3
27311,2803,46
27478,2808,55
27408,2817,26
27354,2803,26
27330,2817,4
27382,2815,13
27451,2808,18
27414,2803,67
27385,2811,55
27336,2817,36
27448,2808,503
27444,2803,15
27440,2817,44
27401,2808,7
27476,2811,31
27315,2817,19
27403,2808,15
27363,2815,14
27386,2815,39
27372,2817,25
27436,2808,22
34027,7616,211
27427,2812,24
34042,7603,62
34043,7616,30
27361,2811,26
34082,7616,184
34049,7606,19
33518,7505,125
34060,7616,39
33506,7514,193
34046,7610,8
34065,7606,39
34030,7606,18
34097,7608,32
34031,7601,486
34064,7614,59
34086,7606,38
34072,7616,9
33511,7514,31
34063,7601,228
34090,7616,1019
34028,7606,464
34034,7617,1
33544,7515,143
34062,7606,12
34088,7616,626
33502,7505,35
34081,7606,398
34100,7606,8
34015,7606,15
34032,7606,8270
33509,7516,52
33505,7505,179
34038,7606,98
34077,7616,573
21699,2711,68
34051,7616,258
33527,7513,811
33529,7513,3700
33522,7505,3417
33510,7514,13
33543,7514,70
33538,7515,32
34085,7606,38
34083,7606,15
34066,7616,38
33523,7514,205
34007,7617,48
33524,7516,24
34023,7623,763
34048,7616,28
33500,7505,27
34075,7617,22
34001,7606,139
34019,7606,37
47251,7518,18
47286,7518,6
47303,7518,19
22129,5306,5
48002,7613,43
34017,7601,39
47249,7501,21
47244,7518,20
47309,7518,35
48009,7613,169
48021,7613,20
47294,7518,21
47288,7501,30
47321,7504,27
47254,7518,13
48053,7613,15
47301,7518,91
47295,7532,24
47258,7501,27
47233,7518,244
48032,7613,22
48039,7613,113
48016,7613,29
47305,7501,21
47221,7501,39
48051,7603,65
47246,7501,100
48064,7613,36
48045,7613,26
47302,7501,54
47324,7532,156
48042,7613,51
48065,7613,10
48015,7603,18
47220,7518,28
47255,7501,9
47234,7501,33
47315,7532,64
48029,7613,5
48063,7613,15
47285,7518,80
47312,7532,86
47311,7532,7
47242,7532,40
47247,7518,27
47225,7501,270
48038,7613,40
47262,7501,22
47290,7518,61
48036,7613,14
48050,7613,46
48003,7613,18
61152,2801,6
61140,2812,46
48017,7613,116
61276,2801,14
61123,2801,14
61283,2801,15
61143,0051,105
61093,2809,56
61252,2812,4
61105,0051,12
22136,5312,733
61295,2809,7
61183,0051,9
61242,0061,18
61240,0051,20
61116,0061,142
22212,5306,63
22145,5304,36
22065,5306,92
22182,5316,218
22149,5316,29
61292,2809,27
22143,5304,142
22165,5307,19
22172,5304,227
22067,5306,153
22075,5312,16
22088,5306,11
22060,5316,27
22081,5316,315
22224,5308,92
22061,5303,84
22181,5303,51
22163,5303,42
22069,5304,12
22072,5306,18
22076,5307,105
22153,5316,53
22176,5316,375
22099,5316,49
22147,5307,168
22150,5306,43
22112,5306,23
22074,5303,46
22054,5307,417
22195,5308,143
22168,5308,741
22206,5316,270
22138,5306,23
22170,5316,68
22202,5303,42
22087,5303,40
22092,5303,17
22160,5307,50
22204,5308,61
22209,5304,358
22128,5303,28
22131,5306,55
22070,5306,538
22107,5303,95
22180,5304,106
22157,5303,33
22203,5316,205
22104,5304,34
22059,5316,51
22049,5304,96
22091,5306,16
22079,5316,109
22050,5304,1616
22215,5316,693
22185,5307,140
22121,5306,185
22183,5312,160
22094,5317,165
22164,5306,84
22199,5308,75
22178,5308,68
22110,5308,22
22083,5307,34
22126,5316,7
22144,5316,60
22189,5306,30
22174,5304,44
22213,5304,319
22196,5308,77
22197,5317,250
22205,5304,33
22095,5306,11
22052,5303,36
22117,5316,101
22140,5307,27
22227,5310,42
22223,5306,112
22097,5304,41
22108,5308,3
22139,5306,5
22132,5303,12
22207,5308,101
22064,5303,40
22086,5308,52
22085,5308,9
22124,5303,10
22162,5308,817
22062,5307,30
22177,5316,72
22141,5308,16
22188,5316,93
22208,5304,115
22152,5308,94
22098,5307,70
22225,5306,390
22053,5304,46
22068,5312,25
22106,5316,581
22133,5307,31
22190,5304,285
22218,5308,88
22093,5307,1467
22211,5308,194
22111,5308,24
22137,5303,95
22082,5304,49
22105,5304,67
22219,5312,143
22096,5304,29
22214,5308,244
22210,5308,213
22116,5316,61
22134,5308,208
22056,5304,158
22071,5304,41
22063,5306,31
22179,5307,170
22198,5308,340
22166,5308,204
22114,5304,45
22148,5307,15
22226,5308,167
22109,5316,14
22169,5303,12
22055,5316,631
22073,5316,13
22158,5312,164
22216,5306,40
22113,5308,1677
22187,5316,2042
22156,5306,28
22155,5312,76
22161,5306,129
22171,5316,319
22220,5303,60
22135,5306,149
22122,5307,30
22175,5307,83
22222,5316,323
22101,5308,67
22090,5308,90
22186,5307,495
22077,5307,63
22193,5307,83
22119,5308,28
22084,5307,171
22127,5308,120
22217,5310,28
22115,5303,10
22103,5317,82
22201,5307,52
22057,5306,24
22184,5316,57
22221,5308,83
22047,5303,74
22048,5304,139
22146,5303,44
22118,5304,296
22194,5308,265
61163,2809,66
61113,0051,4
61217,2801,4
61181,2812,116
61303,2801,34
61291,2801,5
61121,0051,19
61265,2801,7
61099,0061,22
61216,2801,15
61159,2812,4
61180,2814,6
61206,0061,23
61100,2812,15
61190,2801,10
61168,2809,329
61151,2812,16
47275,7501,8
47277,7518,27
48069,7613,4
47257,7518,42
48004,7603,16
48019,7613,18
47224,7518,12
47222,7518,20
27487,2815,26
47266,7501,15
27627,2803,18
61230,0061,255
61228,0051,24
61129,0051,26
27577,2811,35
27669,2811,24
27670,2815,28
27584,2803,12
61244,2812,16
27644,2817,31
27684,2808,135
27512,2803,16
27493,2815,179
27568,2808,26
27569,2803,9
27522,2811,25
27625,2817,14
61290,2801,11
61126,0051,19
27547,2803,42
61271,2801,8
27682,2817,40
27572,2815,11
27554,2817,210
27595,2815,32
27521,2812,13
27640,2808,9
27615,2808,10
27656,2811,70
27608,2803,20
27553,2817,21
27546,2808,9
27548,0057,60
27620,2811,20
27502,2812,137
27590,2803,14
27614,2817,4
27589,2817,77
27586,2815,7
27564,2803,20
27538,2811,24
27604,2811,10
27662,2811,30
27517,2817,176
27492,2808,19
27557,2803,20
27677,2808,26
27498,2803,15
27528,2815,261
27601,2811,28
27525,2817,25
27663,2815,21
27514,2803,31
27518,2811,17
27630,2803,18
27527,2803,12
27652,2808,19
27580,2815,139
27540,2817,45
27635,2817,13
27632,2817,39
27638,2815,193
27507,2808,246
27623,2815,23
27612,2817,22
27597,2811,36
27536,2803,31
27672,2815,22
27520,2803,6
27529,2815,26
27645,2811,9
27500,2811,95
27552,2803,14
27666,2808,32
27629,2803,165
27508,2812,9
27622,2803,73
27633,2817,33
27658,2808,20
27562,2817,377
27543,0057,49
27535,2808,18
27516,2803,57
27565,2808,39
27611,2808,23
27541,2811,11
27576,2803,29
22257,5308,17
27613,2803,22
27616,2815,120
27570,2808,4
27578,2808,22
27678,2808,56
27587,2811,46
27631,2803,19
27668,2808,33
27654,2815,45
27567,2817,14
27511,2808,43
27486,2808,42
27659,2808,4
27560,2808,13
27571,2811,28
27603,2811,26
27606,2811,27
27489,2808,37
27641,2808,11
27609,2803,16
27563,2811,49
27686,2811,1
27545,2815,9
27618,2808,21
27501,2817,15
27664,2815,27
27594,2811,17
27602,2808,202
27582,2815,90
27550,2811,17
27591,2811,31
27650,2808,19
27655,2811,41
27681,2817,1674
27598,2817,82
27579,2815,9
22365,5303,30
27673,2815,14
27539,2817,18
27537,2815,34
27593,2815,70
27665,2811,43
27683,2817,9
23001,7511,96
22294,5303,20
22288,5312,14
27490,2817,20
27488,2815,13
27497,2811,53
27561,2811,46
22254,5308,41
22269,5308,21
22370,5308,21
22330,5312,25
22249,5306,32
22295,5312,15
22273,5307,226
22373,5303,3
22313,5316,28
22352,5304,17
22232,5316,128
22362,5308,192
23004,7511,24
22335,5316,11
22280,5304,65
23009,7511,8
22256,5308,73
22236,5316,40
22323,5304,41
22279,5312,52
22338,5306,27
22305,5304,21
22302,5304,95
22353,5308,219
22316,5303,24
22318,5304,21
22310,5306,14
22346,5307,51
22320,5303,15
22377,5316,60
22387,5308,85
22383,5308,16
22349,5308,88
22240,5304,44
22319,5308,51
22325,5316,317
22282,5304,411
22322,5306,20
22328,5303,19
22369,5304,55
22229,5303,42
22291,5316,7
22248,5306,92
22375,5316,31
22287,5316,71
22268,5304,21
22351,5303,27
22366,5308,17
23012,7517,9
22238,5308,35
22237,5304,146
22265,5308,94
22274,5304,32
22277,5316,123
22390,5308,38
22299,5304,93
22278,5316,3197
22380,5304,32
22255,5312,32
22263,5304,15
22389,5316,403
22388,5304,78
23006,7511,15
22281,5316,66
22308,5304,45
23003,7511,9
22245,5308,54
22296,5307,26
22384,5316,61
22258,5316,225
22378,5308,12
22364,5304,124
22371,5307,60
22235,5308,20
22314,5312,8
22284,5303,19
22341,5307,35
22243,5303,44
22312,5304,13
22283,5306,34
23005,7511,2
22267,5304,18
22242,5307,149
22266,5303,257
23013,7511,103
22293,5306,13
22331,5303,14
22391,5304,47
22368,5317,58
22348,5304,21
22343,5308,314
22345,5307,40
22376,5312,60
22359,5306,21
23011,7511,8
22246,5316,132
22321,5303,102
22354,5306,63
23007,7511,15
23014,7511,7
22307,5316,97
22356,5316,54
22251,5316,502
22275,5312,44
22347,5308,55
22327,5304,110
22360,5316,678
22332,5307,25
22276,5316,11
22271,5306,8
22306,5304,27
22324,5308,161
22340,5308,78
22272,5306,165
22358,5306,22
22315,5304,17
22342,5304,24
23002,7511,39
22385,5304,101
22386,5316,34
22300,5316,26
22317,5304,13
22244,5303,35
22260,5312,25
22339,5304,369
22381,5308,23
22261,5307,15
22259,5304,354
22363,5308,63
22239,5304,101
22311,5304,58
23010,7511,4
22326,5307,21
22234,5316,42
22379,5308,105
22250,5306,99
22333,5307,38
22334,5303,13
22264,5308,163
22286,5307,35
22233,5308,126
22289,5306,11
23008,7511,338
22285,5312,7
22337,5304,47
22344,5303,35
22350,5308,15
22304,5306,27
22241,5312,73
22372,5316,186
23015,7511,62
48091,7613,5
61233,2809,11
48079,7613,5
22228,5306,74
22231,5303,29
22361,5316,36
22262,5316,168
34145,7616,2580
34122,7616,37
34176,7616,457
34164,7616,90
34144,7606,62
34221,7616,57
34185,7616,35
34173,7616,154
34102,7616,24
34180,7616,134
34212,7616,14
34153,7616,182
34240,7616,681
34143,7623,204
23076,7511,118
34171,7616,21
23043,7511,2
34129,7616,2695
34201,7606,21
34109,7606,80
34230,7614,5
34198,7616,1381
34172,7616,34760
34247,7616,609
34110,7616,65
34238,7616,9
34115,7603,6
34210,7616,196
34243,7616,166
34232,7606,66
34150,7601,1054
34257,7606,4
34187,7606,86
34166,7606,251
34154,7616,2665
34203,7601,155
34251,7616,33
34118,7616,52
34246,7616,253
34101,7601,361
34196,7616,9
34245,7606,177
34124,7616,30
34209,7606,391
34174,7603,61
34147,7606,308
34169,7616,598
23033,7511,16
34255,7616,1270
23050,7511,10
