ze2020,libze2020,reg,year,is_structural_anomaly,anomaly_reason,bpe_evolution_commune_type_presence_total,side_stocks_et_total,side_stocks_ul_total,flores_et_total,side_creations_et_total,filosofi_s_hh_tax_weighted_proxy,filosofi_s_dir_tax_di_weighted_proxy,population_total,active_lr_total,employed_lr_total,unemployed_lr_total,unemployment_rate_est,jobs_lt_total,jobs_lt_per_1000_pop,side_stocks_et_per_1000_pop,bpe_facilities_total,bpe_facilities_per_1000_pop,flores_presential_unit_loc_total,flores_productive_unit_loc_total,observed_feature_count,has_any_feature_value,is_source_year_row,is_training_eligible_panel_v0
7606,Béziers,76,2024,0,,2762,,,,,,,,,,,,,,,12712.0,53.167374,5988.0,2597.0,5,1,1,1
7607,Cahors,76,2019,0,,1806,7705.0,6879.0,3292.0,998,,,,,,,,,,,,,,,5,1,1,1
7607,Cahors,76,2020,0,,,7835.0,7021.0,3288.0,1056,55.169586,-14.363407,,,,,,,,,,,,,6,1,1,1
7607,Cahors,76,2021,0,,,8392.0,7528.0,3410.0,1289,46.414866,-14.859843,87793.0,36381.56184,31816.625953,4564.935886,0.125474,32120.649714,365.868004,95.588487,4001.0,45.573109,,,16,1,1,1
7607,Cahors,76,2022,0,,,,,,1238,,,88493.0,37072.59712,32424.27176,4648.32536,0.125384,32417.192720000014,366.324938,,,,,,8,1,1,1
7607,Cahors,76,2023,0,,,8742.0,7900.0,,1210,,,,,,,,,,98.787475,4743.0,53.59746,,,6,1,1,1
7607,Cahors,76,2024,0,,1883,,,,,,,,,,,,,,,4808.0,54.331981,2417.0,990.0,5,1,1,1
7608,Carcassonne-Limoux,76,2019,0,,3368,14565.0,13059.0,6757.0,2407,,,,,,,,,,,,,,,5,1,1,1
7608,Carcassonne-Limoux,76,2020,0,,,14979.0,13453.0,6791.0,2441,58.899664,-13.243029,,,,,,,,,,,,,6,1,1,1
7608,Carcassonne-Limoux,76,2021,0,,,16175.0,14520.0,7004.0,2915,41.826814,-13.6474,201834.0,85573.46292,73034.990983,12538.471937,0.146523,72464.861495,359.031984,80.140115,8593.0,42.574591,,,16,1,1,1
7608,Carcassonne-Limoux,76,2022,0,,,,,,3038,,,202600.0,86244.17093,74400.58425,11843.58668,0.137326,73716.88403999992,363.854314,,,,,,8,1,1,1
7608,Carcassonne-Limoux,76,2023,0,,,17247.0,15610.0,,2873,,,,,,,,,,85.128332,9917.0,48.948667,,,6,1,1,1
7608,Carcassonne-Limoux,76,2024,0,,3483,,,,,,,,,,,,,,,10058.0,49.64462,4977.0,2247.0,5,1,1,1
7609,Castelsarrasin-Moissac,76,2019,0,,1311,5133.0,4655.0,2426.0,744,,,,,,,,,,,,,,,5,1,1,1
7609,Castelsarrasin-Moissac,76,2020,0,,,5165.0,4700.0,2413.0,814,59.943344,-12.271681,,,,,,,,,,,,,6,1,1,1
7609,Castelsarrasin-Moissac,76,2021,0,,,5513.0,5027.0,2468.0,948,39.826326,-12.712522,77812.0,32504.725421,27846.137677,4658.587744,0.14332,25897.047229,332.815597,70.850254,2936.0,37.731969,,,16,1,1,1
7609,Castelsarrasin-Moissac,76,2022,0,,,,,,1024,,,77879.0,32207.95696,27772.23133,4435.72563,0.137721,26017.12541000001,334.071128,,,,,,8,1,1,1
7609,Castelsarrasin-Moissac,76,2023,0,,,5768.0,5290.0,,1057,,,,,,,,,,74.063611,3267.0,41.949691,,,6,1,1,1
7609,Castelsarrasin-Moissac,76,2024,0,,1362,,,,,,,,,,,,,,,3362.0,43.169532,1523.0,927.0,5,1,1,1
7610,Castres-Mazamet,76,2019,0,,2115,12354.0,11094.0,5335.0,1755,,,,,,,,,,,,,,,5,1,1,1
7610,Castres-Mazamet,76,2020,0,,,12710.0,11477.0,5362.0,1789,60.444358,-13.473031,,,,,,,,,,,,,6,1,1,1
7610,Castres-Mazamet,76,2021,0,,,13558.0,12199.0,5533.0,2201,43.286943,-13.485,162290.0,69546.626906,60617.578086,8929.048819,0.128389,58288.864673,359.164857,83.541808,6112.0,37.660977,,,16,1,1,1
7610,Castres-Mazamet,76,2022,0,,,,,,2278,,,162580.0,69482.96143,60938.27573,8544.6857,0.122975,58701.790939999984,361.064036,,,,,,8,1,1,1
7610,Castres-Mazamet,76,2023,0,,,14311.0,13015.0,,2292,,,,,,,,,,88.024357,7033.0,43.258703,,,6,1,1,1
7610,Castres-Mazamet,76,2024,0,,2211,,,,,,,,,,,,,,,7144.0,43.941444,3664.0,1960.0,5,1,1,1
7611,Figeac-Villefranche,76,2019,0,,1983,7578.0,6818.0,3258.0,1032,,,,,,,,,,,,,,,5,1,1,1
7611,Figeac-Villefranche,76,2020,0,,,7733.0,6989.0,3218.0,1101,54.587846,-13.249723,,,,,,,,,,,,,6,1,1,1
7611,Figeac-Villefranche,76,2021,0,,,8185.0,7428.0,3301.0,1251,43.469816,-13.243799,95286.0,39020.719057,34606.379152,4414.339905,0.113128,34884.62966,366.104461,85.899293,4273.0,44.843943,,,16,1,1,1
7611,Figeac-Villefranche,76,2022,0,,,,,,1368,,,95152.0,39320.47981,35046.20077,4274.27904,0.108704,35020.94672999999,368.05266,,,,,,8,1,1,1
7611,Figeac-Villefranche,76,2023,0,,,8494.0,7769.0,,1332,,,,,,,,,,89.267698,4898.0,51.475534,,,6,1,1,1
7611,Figeac-Villefranche,76,2024,0,,2032,,,,,,,,,,,,,,,4885.0,51.33891,2281.0,1062.0,5,1,1,1
7612,Foix-Pamiers,76,2019,0,,2659,10946.0,9806.0,4566.0,1711,,,,,,,,,,,,,,,5,1,1,1
7612,Foix-Pamiers,76,2020,0,,,11178.0,10054.0,4558.0,1684,60.71059,-12.827801,,,,,,,,,,,,,6,1,1,1
7612,Foix-Pamiers,76,2021,0,,,12049.0,10862.0,4765.0,2047,43.101859,-13.298674,136714.0,59957.500984,51848.027166,8109.473818,0.135254,48692.516669,356.163353,88.132891,6099.0,44.611378,,,16,1,1,1
7612,Foix-Pamiers,76,2022,0,,,,,,2072,,,137583.0,60404.10258,52470.33749,7933.76509,0.131345,49595.93549999998,360.480114,,,,,,8,1,1,1
7612,Foix-Pamiers,76,2023,0,,,12672.0,11548.0,,2018,,,,,,,,,,92.104402,7207.0,52.382925,,,6,1,1,1
7612,Foix-Pamiers,76,2024,0,,2807,,,,,,,,,,,,,,,7247.0,52.673659,3538.0,1291.0,5,1,1,1
7613,Mende,76,2019,0,,1676,5531.0,4939.0,3255.0,576,,,,,,,,,,,,,,,5,1,1,1
7613,Mende,76,2020,0,,,5649.0,5030.0,3252.0,616,63.500042,-14.107606,,,,,,,,,,,,,6,1,1,1
7613,Mende,76,2021,0,,,5979.0,5348.0,3369.0,862,48.564863,-14.586456,71509.0,31678.335399,29145.983626,2532.351773,0.07994,30309.808354,423.860051,83.611853,3641.0,50.916668,,,16,1,1,1
7613,Mende,76,2022,0,,,,,,774,,,71410.0,31977.13132,29510.06852,2467.0628,0.077151,30540.71220999999,427.681168,,,,,,8,1,1,1
7613,Mende,76,2023,0,,,6177.0,5584.0,,811,,,,,,,,,,86.50049,4178.0,58.507212,,,6,1,1,1
7613,Mende,76,2024,0,,1746,,,,,,,,,,,,,,,4239.0,59.361434,2399.0,946.0,5,1,1,1
7614,Millau,76,2019,0,,1240,5837.0,5269.0,2834.0,741,,,,,,,,,,,,,,,5,1,1,1
7614,Millau,76,2020,0,,,5941.0,5369.0,2822.0,753,60.244668,-13.065949,,,,,,,,,,,,,6,1,1,1
7614,Millau,76,2021,0,,,6286.0,5628.0,2928.0,837,43.651048,-13.6567,66530.0,28993.40924,26099.834321,2893.574918,0.099801,26142.064155,392.936482,94.483692,3039.0,45.678641,,,16,1,1,1
7614,Millau,76,2022,0,,,,,,908,,,66685.0,28938.99503,26249.85309,2689.14194,0.092925,26380.94425000001,395.605372,,,,,,8,1,1,1
7614,Millau,76,2023,0,,,6468.0,5825.0,,932,,,,,,,,,,96.993327,3612.0,54.165105,,,6,1,1,1
7614,Millau,76,2024,0,,1261,,,,,,,,,,,,,,,3635.0,54.51001,1897.0,1053.0,5,1,1,1
7615,Montauban,76,2019,0,,2035,14640.0,12946.0,6097.0,2473,,,,,,,,,,,,,,,5,1,1,1
7615,Montauban,76,2020,0,,,15025.0,13426.0,6113.0,2523,67.572256,-14.263205,,,,,,,,,,,,,6,1,1,1
7615,Montauban,76,2021,0,,,16275.0,14544.0,6410.0,3090,47.474943,-14.708504,192166.0,87139.07034,77036.236411,10102.833929,0.115939,69310.171123,360.678638,84.692401,7306.0,38.019213,,,16,1,1,1
7615,Montauban,76,2022,0,,,,,,3053,,,193673.0,87984.98701,78507.45191,9477.5351,0.107718,71062.64017000001,366.920738,,,,,,8,1,1,1
7615,Montauban,76,2023,0,,,17401.0,15722.0,,3093,,,,,,,,,,89.84732,8570.0,44.249844,,,6,1,1,1
7615,Montauban,76,2024,0,,2156,,,,,,,,,,,,,,,8811.0,45.494209,4334.0,2213.0,5,1,1,1
7616,Montpellier,76,2019,0,,4931,79031.0,70271.0,27894.0,15171,,,,,,,,,,,,,,,5,1,1,1
7616,Montpellier,76,2020,0,,,83519.0,74559.0,28438.0,15781,70.725662,-16.654582,,,,,,,,,,,,,6,1,1,1
7616,Montpellier,76,2021,0,,,91344.0,81756.0,30155.0,18605,51.442964,-16.918615,775348.0,359293.077859,307347.676471,51945.401388,0.144577,321821.833979,415.067601,117.810325,34377.0,44.33751,,,16,1,1,1
7616,Montpellier,76,2022,0,,,,,,18066,,,786431.0,368448.5468,317510.56575,50937.98105,0.13825,331731.4568400002,421.818897,,,,,,8,1,1,1
7616,Montpellier,76,2023,0,,,98050.0,88535.0,,18193,,,,,,,,,,124.677181,39735.0,50.52573,,,6,1,1,1
7616,Montpellier,76,2024,0,,5235,,,,,,,,,,,,,,,40240.0,51.167871,20646.0,10383.0,5,1,1,1
7617,Narbonne,76,2019,0,,2013,14019.0,12401.0,5963.0,2216,,,,,,,,,,,,,,,5,1,1,1
7617,Narbonne,76,2020,0,,,14408.0,12831.0,5989.0,2214,55.204691,-13.329959,,,,,,,,,,,,,6,1,1,1
7617,Narbonne,76,2021,0,,,15559.0,13818.0,6193.0,2664,42.309226,-13.782754,168656.0,69014.217057,57467.432077,11546.784981,0.16731,56556.49237,335.336379,92.25287,7211.0,42.755668,,,16,1,1,1
7617,Narbonne,76,2022,0,,,,,,2906,,,169632.0,69372.94345,58080.36556,11292.57789,0.162781,57424.91258000001,338.526414,,,,,,8,1,1,1
7617,Narbonne,76,2023,0,,,16826.0,15043.0,,2812,,,,,,,,,,99.19119,8369.0,49.33621,,,6,1,1,1
7617,Narbonne,76,2024,0,,2135,,,,,,,,,,,,,,,8530.0,50.285324,4372.0,1984.0,5,1,1,1
7618,Nîmes,76,2019,0,,3114,32300.0,28961.0,13072.0,5579,,,,,,,,,,,,,,,5,1,1,1
7618,Nîmes,76,2020,0,,,33448.0,30097.0,13127.0,5591,65.588635,-14.98499,,,,,,,,,,,,,6,1,1,1
7618,Nîmes,76,2021,0,,,36038.0,32401.0,13773.0,6701,46.34126,-15.207275,387883.0,169293.948129,144105.370445,25188.577683,0.148786,139920.936583,360.729747,92.90946,15280.0,39.393322,,,16,1,1,1
7618,Nîmes,76,2022,0,,,,,,6976,,,391933.0,172514.70351,148997.31762,23517.38589,0.136321,143760.57268999994,366.798847,,,,,,8,1,1,1
7618,Nîmes,76,2023,0,,,39009.0,35452.0,,7138,,,,,,,,,,99.529767,17913.0,45.70424,,,6,1,1,1
7618,Nîmes,76,2024,0,,3290,,,,,,,,,,,,,,,18100.0,46.181363,9503.0,4599.0,5,1,1,1
7619,Nord-du-Lot,76,2019,0,,1402,4517.0,4104.0,2107.0,569,,,,,,,,,,,,,,,5,1,1,1
7619,Nord-du-Lot,76,2020,0,,,4642.0,4234.0,2092.0,617,52.509091,-13.264345,,,,,,,,,,,,,6,1,1,1
7619,Nord-du-Lot,76,2021,0,,,4963.0,4485.0,2169.0,713,43.797121,-13.593573,54266.0,23141.452509,20626.838719,2514.61379,0.108663,21171.834537,390.149164,91.456898,2594.0,47.80157,,,16,1,1,1
7619,Nord-du-Lot,76,2022,0,,,,,,810,,,54499.0,23230.52267,20950.66335,2279.85932,0.098141,21361.991540000003,391.97034,,,,,,8,1,1,1
7619,Nord-du-Lot,76,2023,0,,,5126.0,4657.0,,677,,,,,,,,,,94.056772,3048.0,55.927632,,,6,1,1,1
7619,Nord-du-Lot,76,2024,0,,1449,,,,,,,,,,,,,,,3053.0,56.019377,1519.0,670.0,5,1,1,1
7620,Perpignan,76,2019,0,,5226,42132.0,37526.0,17445.0,7061,,,,,,,,,,,,,,,5,1,1,1
7620,Perpignan,76,2020,0,,,43220.0,38859.0,17568.0,7081,56.349897,-14.036235,,,,,,,,,,,,,6,1,1,1
7620,Perpignan,76,2021,0,,,47031.0,42131.0,18400.0,8948,43.726887,-14.32405,492612.0,198191.064046,163566.185402,34624.878643,0.174705,164024.560258,332.969072,95.472705,22572.0,45.821052,,,16,1,1,1
7620,Perpignan,76,2022,0,,,,,,8968,,,498258.0,202572.50096,168452.35148,34120.14948,0.168434,168230.27465,337.636876,,,,,,8,1,1,1
7620,Perpignan,76,2023,0,,,50407.0,45542.0,,8679,,,,,,,,,,101.166464,27191.0,54.572129,,,6,1,1,1
7620,Perpignan,76,2024,0,,5472,,,,,,,,,,,,,,,27114.0,54.417591,13589.0,5207.0,5,1,1,1
7621,Rodez,76,2019,0,,2611,12936.0,11579.0,6250.0,1515,,,,,,,,,,,,,,,5,1,1,1
7621,Rodez,76,2020,0,,,13383.0,11975.0,6340.0,1717,66.982098,-15.49734,,,,,,,,,,,,,6,1,1,1
7621,Rodez,76,2021,0,,,14234.0,12758.0,6497.0,1999,53.023226,-15.501958,147189.0,65927.769451,61430.609359,4497.160092,0.068213,63236.1446,429.625479,96.705596,6508.0,44.215261,,,16,1,1,1
7621,Rodez,76,2022,0,,,,,,2078,,,149077.0,66888.74888,62378.51373,4510.23515,0.067429,64531.72905,432.875152,,,,,,8,1,1,1
7621,Rodez,76,2023,0,,,14354.0,12852.0,,2093,,,,,,,,,,96.285812,7450.0,49.974174,,,6,1,1,1
7621,Rodez,76,2024,0,,2699,,,,,,,,,,,,,,,7616.0,51.087693,4192.0,2526.0,5,1,1,1
7622,Saint-Gaudens,76,2019,0,,3245,10540.0,9574.0,4455.0,1533,,,,,,,,,,,,,,,5,1,1,1
7622,Saint-Gaudens,76,2020,0,,,10828.0,9899.0,4419.0,1641,54.111597,-12.720164,,,,,,,,,,,,,6,1,1,1
7622,Saint-Gaudens,76,2021,0,,,11633.0,10610.0,4564.0,1866,39.908448,-13.007136,128542.0,53344.295171,46461.369182,6882.925989,0.129028,42843.983617,333.307274,90.499603,6191.0,48.163246,,,16,1,1,1
7622,Saint-Gaudens,76,2022,0,,,,,,1933,,,128921.0,54089.00525,47422.28147,6666.72378,0.123255,43336.27988000001,336.146011,,,,,,8,1,1,1
7622,Saint-Gaudens,76,2023,0,,,12418.0,11390.0,,1880,,,,,,,,,,96.322554,7430.0,57.632193,,,6,1,1,1
7622,Saint-Gaudens,76,2024,0,,3434,,,,,,,,,,,,,,,7566.0,58.687103,3360.0,1254.0,5,1,1,1
7623,Sète,76,2019,0,,634,9664.0,8736.0,3783.0,1559,,,,,,,,,,,,,,,5,1,1,1
7623,Sète,76,2020,0,,,9998.0,9022.0,3794.0,1497,59.311429,-14.3039,,,,,,,,,,,,,6,1,1,1
7623,Sète,76,2021,0,,,10866.0,9825.0,3990.0,1872,46.488756,-15.155925,111358.0,45680.09002,38685.262258,6994.827762,0.153126,33961.259392,304.973683,97.577183,4764.0,42.780941,,,16,1,1,1
7623,Sète,76,2022,0,,,,,,1898,,,112075.0,46275.20448,39484.85237,6790.35211,0.146738,34798.719939999995,310.494936,,,,,,8,1,1,1
7623,Sète,76,2023,0,,,11806.0,10735.0,,2024,,,,,,,,,,105.340174,5491.0,48.993977,,,6,1,1,1
7623,Sète,76,2024,0,,654,,,,,,,,,,,,,,,5530.0,49.341959,2826.0,1238.0,5,1,1,1
7624,Tarbes-Lourdes,76,2019,0,,4181,20531.0,18367.0,8892.0,2844,,,,,,,,,,,,,,,5,1,1,1
7624,Tarbes-Lourdes,76,2020,0,,,20893.0,18804.0,8766.0,2964,58.313011,-13.026777,,,,,,,,,,,,,6,1,1,1
7624,Tarbes-Lourdes,76,2021,0,,,22131.0,19910.0,8988.0,3437,42.935174,-13.25769,240808.0,102409.708581,89898.436507,12511.272074,0.122169,92224.298774,382.97855,91.903093,10643.0,44.197037,,,16,1,1,1
7624,Tarbes-Lourdes,76,2022,0,,,,,,3535,,,241212.0,102961.24484,91306.35814,11654.8867,0.113197,93511.11909999992,387.67192,,,,,,8,1,1,1
7624,Tarbes-Lourdes,76,2023,0,,,22814.0,20596.0,,3417,,,,,,,,,,94.580701,12363.0,51.253669,,,6,1,1,1
7624,Tarbes-Lourdes,76,2024,0,,4434,,,,,,,,,,,,,,,12603.0,52.248644,6854.0,2440.0,5,1,1,1
7625,Toulouse,76,2019,0,,7963,116027.0,101144.0,42105.0,23418,,,,,,,,,,,,,,,5,1,1,1
7625,Toulouse,76,2020,0,,,121314.0,106163.0,42696.0,24281,80.31882,-17.637032,,,,,,,,,,,,,6,1,1,1
7625,Toulouse,76,2021,0,,,131538.0,115201.0,44718.0,27686,57.130706,-17.766507,1335673.0,676438.08039,601518.958659,74919.121732,0.110755,643009.561366,481.412413,98.480691,47966.0,35.911484,,,16,1,1,1
7625,Toulouse,76,2022,0,,,,,,26019,,,1357607.0,689890.23851,617486.08763,72404.15088,0.10495,657592.5528799994,484.376224,,,,,,8,1,1,1
7625,Toulouse,76,2023,0,,,139791.0,123678.0,,25940,,,,,,,,,,102.968679,55390.0,40.799731,,,6,1,1,1
7625,Toulouse,76,2024,0,,8429,,,,,,,,,,,,,,,56599.0,41.690268,29875.0,15887.0,5,1,1,1
8401,Annecy,84,2019,0,,2342,32643.0,28868.0,12191.0,5024,,,,,,,,,,,,,,,5,1,1,1
8401,Annecy,84,2020,0,,,34254.0,30388.0,12294.0,5272,78.943906,-16.99617,,,,,,,,,,,,,6,1,1,1
8401,Annecy,84,2021,0,,,37003.0,32857.0,12786.0,6204,62.430457,-17.000353,314569.0,159904.812011,147606.967584,12297.844427,0.076907,137466.580875,436.999771,117.63079,12335.0,39.212383,,,16,1,1,1
8401,Annecy,84,2022,0,,,,,,6327,,,316672.0,162070.7129,150386.80363,11683.90927,0.072091,139257.75659000012,439.75393,,,,,,8,1,1,1
8401,Annecy,84,2023,0,,,40048.0,35907.0,,6072,,,,,,,,,,126.465238,14488.0,45.750808,,,6,1,1,1
8401,Annecy,84,2024,0,,2492,,,,,,,,,,,,,,,14957.0,47.231836,8689.0,4534.0,5,1,1,1
8402,Aubenas,84,2019,0,,2763,12459.0,11340.0,5053.0,1767,,,,,,,,,,,,,,,5,1,1,1
8402,Aubenas,84,2020,0,,,12733.0,11623.0,5050.0,1690,55.991097,-13.477753,,,,,,,,,,,,,6,1,1,1
8402,Aubenas,84,2021,0,,,13621.0,12423.0,5324.0,2057,43.649629,-13.956757,136477.0,57890.742945,49690.948307,8199.794638,0.141643,47745.913377,349.84586,99.804363,6373.0,46.696513,,,16,1,1,1
8402,Aubenas,84,2022,0,,,,,,2249,,,137318.0,58764.51265,51236.47292,7528.03973,0.128105,48707.28461999999,354.704297,,,,,,8,1,1,1
8402,Aubenas,84,2023,0,,,14421.0,13261.0,,2059,,,,,,,,,,105.019007,7442.0,54.195371,,,6,1,1,1
8402,Aubenas,84,2024,0,,2893,,,,,,,,,,,,,,,7594.0,55.302291,4171.0,1271.0,5,1,1,1
8403,Aurillac,84,2019,0,,1363,5883.0,5220.0,3138.0,674,,,,,,,,,,,,,,,5,1,1,1
8403,Aurillac,84,2020,0,,,6009.0,5328.0,3131.0,710,63.09427,-14.894506,,,,,,,,,,,,,6,1,1,1
8403,Aurillac,84,2021,0,,,6340.0,5619.0,3215.0,957,49.88973,-15.040689,84106.0,37264.365165,34472.573504,2791.791661,0.074919,34945.234088,415.490382,75.381067,3312.0,39.378879,,,16,1,1,1
8403,Aurillac,84,2022,0,,,,,,1000,,,84688.0,37649.99264,35222.58604,2427.4066,0.064473,35266.43824000001,416.427808,,,,,,8,1,1,1
8403,Aurillac,84,2023,0,,,6372.0,5649.0,,841,,,,,,,,,,75.240884,3744.0,44.209333,,,6,1,1,1
8403,Aurillac,84,2024,0,,1402,,,,,,,,,,,,,,,3878.0,45.791612,2315.0,911.0,5,1,1,1
8404,Belley,84,2019,0,,1000,3638.0,3315.0,1578.0,604,,,,,,,,,,,,,,,5,1,1,1
8404,Belley,84,2020,0,,,3778.0,3454.0,1604.0,598,64.761227,-13.760798,,,,,,,,,,,,,6,1,1,1
8404,Belley,84,2021,0,,,4164.0,3787.0,1648.0,730,49.715365,-14.013932,52887.0,23760.586006,21603.541003,2157.045003,0.090782,17181.220119,324.866605,78.733904,2036.0,38.497173,,,16,1,1,1
8404,Belley,84,2022,0,,,,,,723,,,53174.0,24032.97552,21988.606,2044.36952,0.085065,17196.27715999999,323.396343,,,,,,8,1,1,1
8404,Belley,84,2023,0,,,4429.0,4098.0,,725,,,,,,,,,,83.292587,2458.0,46.225599,,,6,1,1,1
8404,Belley,84,2024,0,,1011,,,,,,,,,,,,,,,2537.0,47.711287,1169.0,510.0,5,1,1,1
8405,Bourg-en-Bresse,84,2019,0,,3413,18232.0,16055.0,8274.0,3138,,,,,,,,,,,,,,,5,1,1,1
8405,Bourg-en-Bresse,84,2020,0,,,18862.0,16716.0,8284.0,3155,69.439826,-14.695627,,,,,,,,,,,,,6,1,1,1
8405,Bourg-en-Bresse,84,2021,0,,,20362.0,18031.0,8565.0,3642,53.271878,-14.972293,262125.0,124310.395781,112788.604593,11521.791188,0.092686,103609.917121,395.269116,77.680496,9319.0,35.551741,,,16,1,1,1
8405,Bourg-en-Bresse,84,2022,0,,,,,,3656,,,265383.0,126765.38906,115604.2057,11161.18336,0.088046,104999.55090000002,395.65289,,,,,,8,1,1,1
8405,Bourg-en-Bresse,84,2023,0,,,21559.0,19356.0,,3563,,,,,,,,,,81.237306,10750.0,40.507493,,,6,1,1,1
8405,Bourg-en-Bresse,84,2024,0,,3605,,,,,,,,,,,,,,,10893.0,41.046337,5831.0,3001.0,5,1,1,1
8406,Bourgoin-Jallieu,84,2019,0,,2628,17241.0,15092.0,7155.0,3376,,,,,,,,,,,,,,,5,1,1,1
8406,Bourgoin-Jallieu,84,2020,0,,,18043.0,15926.0,7212.0,3381,74.743261,-14.198107,,,,,,,,,,,,,6,1,1,1
8406,Bourgoin-Jallieu,84,2021,0,,,19625.0,17381.0,7504.0,4051,52.465352,-14.629572,244270.0,117662.177765,105791.419237,11870.758528,0.100888,89603.632892,366.822094,80.341425,8414.0,34.445491,,,16,1,1,1
8406,Bourgoin-Jallieu,84,2022,0,,,,,,3982,,,245760.0,118907.98556,107742.92317,11165.06239,0.093897,91324.40169,371.599942,,,,,,8,1,1,1
8406,Bourgoin-Jallieu,84,2023,0,,,21375.0,19177.0,,4056,,,,,,,,,,86.975098,9934.0,40.421549,,,6,1,1,1
8406,Bourgoin-Jallieu,84,2024,0,,2771,,,,,,,,,,,,,,,10295.0,41.890462,5025.0,2777.0,5,1,1,1
8407,Chambéry,84,2019,0,,2332,23021.0,20096.0,9203.0,3619,,,,,,,,,,,,,,,5,1,1,1
8407,Chambéry,84,2020,0,,,24115.0,21240.0,9247.0,4003,70.442327,-16.47559,,,,,,,,,,,,,6,1,1,1
8407,Chambéry,84,2021,0,,,26127.0,23129.0,9617.0,4633,58.296158,-16.692329,253151.0,120293.392159,109126.052575,11167.339583,0.092834,111219.316797,439.339828,103.207177,9463.0,37.380852,,,16,1,1,1
8407,Chambéry,84,2022,0,,,,,,4695,,,255533.0,122313.36365,111556.30163,10757.06202,0.087947,113370.09282000006,443.66126,,,,,,8,1,1,1
8407,Chambéry,84,2023,0,,,28198.0,25146.0,,4470,,,,,,,,,,110.34974,11175.0,43.732121,,,6,1,1,1
8407,Chambéry,84,2024,0,,2471,,,,,,,,,,,,,,,11630.0,45.512713,6505.0,3473.0,5,1,1,1
8408,Clermont-Ferrand,84,2019,0,,4215,34452.0,29993.0,15059.0,5308,,,,,,,,,,,,,,,5,1,1,1
8408,Clermont-Ferrand,84,2020,0,,,35663.0,31278.0,15115.0,5619,70.509551,-16.234651,,,,,,,,,,,,,6,1,1,1
8408,Clermont-Ferrand,84,2021,0,,,38616.0,33920.0,15734.0,7108,54.682353,-16.405945,493182.0,229048.331797,204661.625693,24386.706105,0.10647,216204.090263,438.386012,78.299695,16562.0,33.581923,,,16,1,1,1
8408,Clermont-Ferrand,84,2022,0,,,,,,7183,,,494921.0,229968.10788,207124.80025,22843.30763,0.099333,218415.30963999988,441.313482,,,,,,8,1,1,1
8408,Clermont-Ferrand,84,2023,0,,,41296.0,36612.0,,6602,,,,,,,,,,83.439579,18996.0,38.381883,,,6,1,1,1
8408,Clermont-Ferrand,84,2024,0,,4420,,,,,,,,,,,,,,,19452.0,39.303242,11093.0,4950.0,5,1,1,1
8409,Grenoble,84,2019,0,,4664,53304.0,47131.0,20754.0,9259,,,,,,,,,,,,,,,5,1,1,1
8409,Grenoble,84,2020,0,,,54985.0,48871.0,20634.0,9378,74.666965,-16.842905,,,,,,,,,,,,,6,1,1,1
8409,Grenoble,84,2021,0,,,58612.0,52057.0,21215.0,10479,58.527564,-16.947714,614476.0,291243.710783,261593.126965,29650.583819,0.101807,286465.645689,466.195011,95.385336,23335.0,37.975446,,,16,1,1,1
8409,Grenoble,84,2022,0,,,,,,10207,,,615127.0,292923.03457,264463.23106,28459.80351,0.097158,290496.2730499999,472.254141,,,,,,8,1,1,1
8409,Grenoble,84,2023,0,,,61282.0,54897.0,,9796,,,,,,,,,,99.624955,26592.0,43.230097,,,6,1,1,1
8409,Grenoble,84,2024,0,,4841,,,,,,,,,,,,,,,26691.0,43.39104,14608.0,6851.0,5,1,1,1
8410,Issoire,84,2019,0,,1560,6450.0,5766.0,3010.0,700,,,,,,,,,,,,,,,5,1,1,1
8410,Issoire,84,2020,0,,,6628.0,5925.0,3034.0,872,58.706822,-12.854087,,,,,,,,,,,,,6,1,1,1
8410,Issoire,84,2021,0,,,7054.0,6332.0,3173.0,1029,44.108476,-13.112888,84658.0,38449.132729,34541.336335,3907.796394,0.101635,31686.311201,374.286083,83.32349,3572.0,42.193295,,,16,1,1,1
8410,Issoire,84,2022,0,,,,,,1102,,,85168.0,38724.48834,35097.8316,3626.65674,0.093653,32149.85102,377.487449,,,,,,8,1,1,1
8410,Issoire,84,2023,0,,,7254.0,6541.0,,980,,,,,,,,,,85.172835,4115.0,48.316269,,,6,1,1,1
8410,Issoire,84,2024,0,,1617,,,,,,,,,,,,,,,4194.0,49.243847,2239.0,974.0,5,1,1,1
8411,La Maurienne,84,2019,0,,961,7297.0,6725.0,2264.0,500,,,,,,,,,,,,,,,5,1,1,1
8411,La Maurienne,84,2020,0,,,7284.0,6763.0,2257.0,504,64.198871,-14.537623,,,,,,,,,,,,,6,1,1,1
8411,La Maurienne,84,2021,0,,,7397.0,6820.0,2269.0,576,53.62799,-14.466008,38590.0,18102.59182,17020.933007,1081.658813,0.059752,17653.611977,457.465975,191.681783,2322.0,60.171029,,,16,1,1,1
8411,La Maurienne,84,2022,0,,,,,,604,,,38467.0,18056.71758,17087.48569,969.23189,0.053677,17862.770939999995,464.366104,,,,,,8,1,1,1
8411,La Maurienne,84,2023,0,,,6005.0,5463.0,,597,,,,,,,,,,156.107833,2866.0,74.50542,,,6,1,1,1
8411,La Maurienne,84,2024,0,,998,,,,,,,,,,,,,,,2871.0,74.635402,1840.0,453.0,5,1,1,1
