qp2024,label_qp2024,statut,qp2015_1,label_qp2015_1,qp2015_2,label_qp2015_2,qp2015_3,label_qp2015_3
QN05963M,Albeck - Europe - Moulin,MODIFIE,QP059064,Albeck - Europe - Moulin,,,,
QN05964M,Degroote,MODIFIE,QP059065,Degroote,,,,
QN05965M,Pont de Bois-Hôtel de ville,MODIFIE,QP059066,Pont de Bois,,,,
QN05966M,Résidence-Poste-Triolo,MODIFIE,QP059067,Résidence-Poste-Terroir,,,,
QN05967M,Attargette - Chanzy,MODIFIE,QP059069,Attargette - Chanzy,,,,
QN05968M,Bizet - Briqueterie,MODIFIE,QP059070,Bizet - Briquetterie,,,,
QN05969M,Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets,MODIFIE,QP059071,Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets,,,,
QN05970M,Pacot - Vandracq,MODIFIE,QP059072,Pacot - Vandracq,,,,
QN05971M,Secteur Ouest,MODIFIE,QP059073,Secteur Ouest,,,,
QN05972M,Secteur Sud,MODIFIE,QP059074,Secteur Sud,,,,
QN05973M,Secteur Nord Est,MODIFIE,QP059075,Secteur Nord Est,,,,
QN05974M,Secteur Nord,MODIFIE,QP059076,Secteur Nord,,,,
QN05975M,Les Oliveaux,MODIFIE,QP059077,Les Oliveaux,,,,
QN05976M,Clémenceau-Kiener,MODIFIE,QP059078,Clémenceau-Kiener,,,,
QN05977M,La Briquetterie,MODIFIE,QP059079,La Briquetterie,,,,
QN05978M,Nouveau Mons - Les Sarts- Dombrowski,MODIFIE,QP059080,Nouveau Mons - Les Sarts- Dombrowski,,,,
QN05979M,Comtesse De Ségur,MODIFIE,QP059081,Comtesse De Ségur,,,,
QN05980M,Quartier Intercommunal Roubaix-Tourcoing - Blanc Seau - Croix Bas Saint Pierre - Wattrelos Nord,MODIFIE,QP059082,Quartier Intercommunal Roubaix-Tourcoing- Blanc Seau - Croix Bas Saint Pierre,,,,
QN05981M,Nouveau Roubaix,MODIFIE,QP059083,Nouveau Roubaix,,,,
QN05982M,La Mouchonnière,MODIFIE,QP059084,La Mouchonnière,,,,
QN05983M,Phalempins,MODIFIE,QP059085,Phalempins,,,,
QN05984M,Virolois,MODIFIE,QP059086,Virolois,,,,
QN05985M,La Bourgogne,MODIFIE,QP059087,La Bourgogne,,,,
QN05986M,Pont Rompu,MODIFIE,QP059088,Pont Rompu,,,,
QN05987M,Blanc Riez,MODIFIE,QP059089,Blanc Riez,,,,
QN05988M,Epidéme Villas Couteaux,MODIFIE,QP059090,Epidéme Villas Couteaux,,,,
QN05989M,Centralité De Beaulieu,MODIFIE,QP059091,Centralité De Beaulieu,,,,
QN05990N,Coeur de Ville,NOUVEAU,,,,,,
QN05991N,Le Parc,NOUVEAU,,,,,,
QN05992N,Bruay Centre - Pont de Bruay,NOUVEAU,,,,,,
QN05993N,Quartier prioritaire d'Aulnoye-Aymeries Multisites,NOUVEAU,,,,,,
QN05994I,Quartier prioritaire d'Hornaing,INCHANGE,QP059001,Quartier Prioritaire De Hornaing,,,,
QN06001M,Les Hauts de Creil,MODIFIE,QP060001,Les Hauts De Creil,,,,
QN06002M,Les Martinets,MODIFIE,QP060002,Les Martinets,,,,
QN06003I,Les Côteaux,INCHANGE,QP060003,Les Côteaux,,,,
QN06004M,Les Rochers - L'Obier,MODIFIE,QP060004,Les Rochers L'Obier,,,,
QN06005M,Bellevue - Belle Visée,MODIFIE,QP060005,Belle Vue Belle Visée,,,,
QN06006I,Vivier Corax,INCHANGE,QP060006,Vivier Corax,,,,
QN06007M,Clos des Roses,MODIFIE,QP060007,Clos Des Roses,,,,
QN06008I,La Victoire,INCHANGE,QP060008,La Victoire,,,,
QN06009I,Saint Jean,INCHANGE,QP060009,Saint Jean,,,,
QN06010I,Saint Lucien,INCHANGE,QP060010,Saint Lucien,,,,
QN06011M,Argentine,MODIFIE,QP060011,Argentine,,,,
QN06012I,Les Terriers,INCHANGE,QP060012,Les Terriers,,,,
QN06013I,La Nacre - Saint Exupéry,INCHANGE,QP060013,Quartier De La Nacre,,,,
QN06014M,Les Sables,MODIFIE,QP060014,Les Sables,,,,
QN06015I,Kennedy,INCHANGE,QP060016,Quartier Kennedy,,,,
QN06016M,Beauséjour,MODIFIE,QP060017,Beauséjour,,,,
QN06017M,Mont Saint Siméon,MODIFIE,QP060018,Mont Siméon,,,,
QN06018N,Montupet,NOUVEAU,,,,,,
QN06019N,Jaurès - Gournay,NOUVEAU,,,,,,
QN06101M,Les Provinces,MODIFIE,QP061001,Les Provinces,,,,
QN06102M,Saint Michel - Vallée d'Auge,MODIFIE,QP061002,Saint Michel - Vallée D'Auge,,,,
QN06103M,Saint Michel,MODIFIE,QP061003,Saint Michel,,,,
QN06104M,Saint-Sauveur - Pont Féron,MODIFIE,QP061004,Saint Sauveur,,,,
QN06105M,La Madeleine - Maréchal Leclerc,MODIFIE,QP061005,La Madeleine,,,,
QN06106M,Perseigne,MODIFIE,QP061006,Perseigne,,,,
QN06107M,Courteille,MODIFIE,QP061007,Courteille,,,,
QN06201M,Quartier Du Mieux-Etre,MODIFIE,QP062001,Quartier Du Mieux-Etre,,,,
QN06202M,Camus,MODIFIE,QP062002,Camus,,,,
QN06203M,Plantigeons - Germinal - République,MODIFIE,QP062003,Plantigeons - Fosse 4,,,,
QN06204M,Centre Ville,MODIFIE,QP062004,Centre Ville,,,,
QN06205M,Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point,MODIFIE,QP062005,Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point,,,,
QN06206M,Quartier Rimbert,MODIFIE,QP062006,Quartier Rimbert,,,,
QN06207M,Quartier Du Regain,MODIFIE,QP062007,Quartier Du Regain,,,,
QN06208M,Quartier Du Mont Liébaut,MODIFIE,QP062008,Quartier Du Mont Liébaut,,,,
QN06209M,Quartier 3 ilôts,MODIFIE,QP062009,Quartier De La Rue De Lille,,,,
QN06210M,Renaissance,MODIFIE,QP062010,Renaissance,,,,
QN06211M,Le Centre,MODIFIE,QP062011,Le Centre,,,,
QN06212M,Terrasses Basly,MODIFIE,QP062012,Terrasses Basly,,,,
QN06213M,Quartier Coteau Du Stade Parc-Cité 34,MODIFIE,QP062013,Quartier Coteau Du Stade Parc-Cité 34,,,,
QN06214M,Quartier Des Cités 6 Et 30,MODIFIE,QP062014,Quartier Des Cités 6 Et 30,,,,
QN06215M,Quartier Provinces - Longues Trinques,MODIFIE,QP062015,Quartier Provinces - Longues Trinques,,,,
QN06216M,Quartier Saint-Elie - Fosse 13,MODIFIE,QP062016,Quartier Saint-Elie - Fosse 13,,,,
QN06217M,Le Haut D'Houdain,MODIFIE,QP062017,Le Haut D'Houdain,,,,
QN06218M,Terre-Noeve,MODIFIE,QP062018,Terre-Noeve,,,,
QN06219M,République - Cité 4,MODIFIE,QP062019,République - Cité 4,,,,
QN06220M,Cité Des Brebis,MODIFIE,QP062020,Cité Des Brebis,,,,
QN06221M,Cité Du Transvaal - Centre,MODIFIE,QP062021,Cité Du Transvaal - Centre,,,,
QN06222M,Cité 5 - Cité 11,MODIFIE,QP062022,Cité 5 - Cité 11,,,,
QN06223M,Cité Bellevue,MODIFIE,QP062023,Cité Bellevue,,,,
QN06224M,Cité 12-14,MODIFIE,QP062024,Cité 12-14,,,,
QN06225M,Grande Résidence,MODIFIE,QP062025,Grande Résidence,,,,
QN06226M,Cité 2,MODIFIE,QP062026,Cité 2,,,,
QN06227M,Sellier Cité 4,MODIFIE,QP062027,Sellier Cité 4,,,,
QN06228M,Calonne - Marichelles - Vent De Bise,MODIFIE,QP062028,Calonne - Marichelles - Vent De Bise,,,,
QN06229M,Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis,MODIFIE,QP062029,Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis,,,,
QN06230M,Blum - Salengro - 109,MODIFIE,QP062030,Blum - Salengro - 109,,,,
QN06231M,3 Cités,MODIFIE,QP062031,3 Cités,,,,
QN06232M,Cité 10,MODIFIE,QP062032,Cité 10,,,,
QN06233M,Les Blanches Laines Fosse 11 12 13,MODIFIE,QP062033,Les Blanches Laines Fosse 11 12 13,,,,
QN06234M,Quartier du 3/15,MODIFIE,QP062034,Quartier du 3/15,,,,
QN06235M,Cité Des Taberneaux,MODIFIE,QP062035,Cité Des Taberneaux,,,,
QN06236M,Saint-Exupéry - Léon Blum,MODIFIE,QP062036,Saint-Exupéry - Léon Blum,,,,
QN06237M,Quai Du commerce - Saint Sépulcre,MODIFIE,QP062037,Quai Du commerce - Saint Sépulcre,,,,
QN06238M,Du Village Au Moulin,MODIFIE,QP062038,Du Village Au Moulin,,,,
QN06239M,Rotois - Saint Roch,MODIFIE,QP062039,Rotois - Saint Roch,,,,
QN06240M,Cornuault,MODIFIE,QP062040,Cornuault,,,,
QN06241M,Macé - Darcy,MODIFIE,QP062041,Macé - Darcy,,,,
QN06242M,Ponchelet - Kennedy,MODIFIE,QP062042,Ponchelet - Kennedy,,,,
QN06243M,La Plaine Du 7,MODIFIE,QP062043,La Plaine Du 7,,,,
QN06244M,Zac Des Deux Villes,MODIFIE,QP062044,Zac Des Deux Villes,,,,
QN06245M,Quartier Du Maroc - La Canche,MODIFIE,QP062045,Quartier Du Maroc - La Canche,,,,
QN06246M,Nouméa,MODIFIE,QP062046,Nouméa,,,,
QN06247M,Languedoc - Cité 10,MODIFIE,QP062047,Languedoc - Cité 10,,,,
QN06248M,Quartier De La Haute Voie,MODIFIE,QP062048,Quartier De La Haute Voie,,,,
QN06249M,Damrémont,MODIFIE,QP062049,Damrémont,,,,
QN06250M,Centre Ville,MODIFIE,QP062050,Centre Ville,,,,
QN06251M,Chemin Vert - Beaurepaire - Malborough,MODIFIE,QP062051,Chemin Vert - Beaurepaire - Malborough,,,,
QN06252M,Des résidences Sud du Boulonnais,MODIFIE,QP062053,Quartier Tour Du Renard,,,,
QN06253M,Fort Nieulay - Cailloux - Saint-Pierre,MODIFIE,QP062055,Fort Nieulay - Cailloux - Saint-Pierre,,,,
QN06254M,Beau Marais,MODIFIE,QP062056,Beau Marais,,,,
QN06255M,Ville Centre,MODIFIE,QP062057,Ville Centre,,,,
QN06256M,Centre Historique,MODIFIE,QP062058,Centre Historique,,,,
QN06257M,Quartier De La Renaissance,MODIFIE,QP062059,Quartier De La Renaissance,,,,
QN06258M,Quatre As,MODIFIE,QP062060,Quatre As,,,,
QN06259M,Quartier Bonnettes - St Pol - Baudimont,MODIFIE,QP062061,Arras Ouest,,,,
QN06260M,Quartier Blancs Monts - Hochettes,MODIFIE,QP062061,Arras Ouest,,,,
QN06261M,Saint Michel Goudemand,MODIFIE,QP062062,Saint Michel Goudemand,,,,
QN06262M,Cheminots Jean Jaurès Moulin Hacart,MODIFIE,QP062063,Cheminots Jean Jaurès Moulin Hacart,,,,
QN06263M,Quartier Chanteclair - Cévennes,MODIFIE,QP062064,Nouvelles Résidences,,,,
QN06264N,Les Vérotières,NOUVEAU,,,,,,
QN06301M,Saint-Jacques,MODIFIE,QP063002,Saint-Jacques,,,,
QN06302I,Quartiers Nord,INCHANGE,QP063003,Quartiers Nord,,,,
QN06303I,La Gauthière,INCHANGE,QP063004,La Gauthière,,,,
QN06304I,Fontaine Du Bac,INCHANGE,QP063005,Fontaine Du Bac,,,,
QN06305M,Cournon D'Auvergne,MODIFIE,QP063006,Cournon D'Auvergne,,,,
QN06306M,Thiers,MODIFIE,QP063007,Centre Ancien,,,,
QN06307N,Centre,NOUVEAU,,,,,,
QN06401I,Maubec - Citadelle,INCHANGE,QP064001,Maubec - Citadelle,,,,
QN06402M,Hauts de Sainte-Croix - Mounédé,MODIFIE,QP064002,Hauts De Sainte Croix,,,,
QN06403M,Saragosse,MODIFIE,QP064003,Saragosse,,,,
QN06404M,Ousse des Bois - Berlioz - Le Laü,MODIFIE,QP064004,Ousse Des Bois,,,,
QN06501M,Solazur,MODIFIE,QP065001,Tarbes Ouest,,,,
QN06502M,Laubadère,MODIFIE,QP065002,Tarbes Nord,,,,
QN06503M,Ormeau/Bel Air - Mouysset,MODIFIE,QP065003,Tarbes Est,,,,
QN06504M,Ophite,MODIFIE,QP065004,Ophite,,,,
QN06601M,Centre Ville,MODIFIE,QP066001,Centre Ville,,,,
QN06602I,Quartier Saint Assiscle,INCHANGE,QP066002,Quartier Saint Assiscle,,,,
QN06603I,Quartier Gare,INCHANGE,QP066003,Quartier Gare,,,,
QN06604I,Quartier Bas-Vernet Ancien Zus,INCHANGE,QP066004,Quartier Bas-Vernet Ancien Zus,,,,
QN06605M,Diagonale Du Haut - Moyen-Vernet,MODIFIE,QP066005,Diagonale Du Haut - Moyen-Vernet,,,,
QN06606I,Rois De Majorque,INCHANGE,QP066006,Rois De Majorque,,,,
QN06607I,Bas-Vernet Nouveau QPV,INCHANGE,QP066007,Bas-Vernet Nouveau QPV,,,,
QN06608I,Quartier Centre Ancien,INCHANGE,QP066008,Quartier Centre Ancien,,,,
QN06609M,Quartier Nouveau Logis,MODIFIE,QP066009,Quartier Nouveau Logis,,,,
QN06610I,Quartier Champs De Mars,INCHANGE,QP066010,Quartier Champs De Mars,,,,
QN06701M,Quartier Liberté,MODIFIE,QP067001,Quartier Liberté,,,,
QN06702I,Les Pins - Musau,INCHANGE,QP067002,Les Pins - Musau,,,,
QN06703I,Quartiers Est,INCHANGE,QP067003,Saverne - Quartiers Est,,,,
QN06704I,Quartiers Ouest,INCHANGE,QP067004,Quartiers Ouest,,,,
QN06705I,Guirbaden,INCHANGE,QP067005,Guirbaden,,,,
QN06706I,Libermann,INCHANGE,QP067006,Libermann,,,,
QN06707I,Marais,INCHANGE,QP067008,Marais,,,,
QN06708I,Hohberg,INCHANGE,QP067009,Hohberg,,,,
QN06709M,Molkenbronn,MODIFIE,QP067010,Molkenbronn,,,,
QN06710I,Hautepierre,INCHANGE,QP067011,Hautepierre,,,,
QN06711M,Koenigshoffen-Est,MODIFIE,QP067012,Koenigshoffen-Est,,,,
QN06712I,Cronenbourg,INCHANGE,QP067013,Cronenbourg,,,,
QN06713I,Elsau,INCHANGE,QP067014,Elsau,,,,
QN06714I,Laiterie,INCHANGE,QP067015,Laiterie,,,,
QN06715M,Neuhof - Meinau,MODIFIE,QP067016,Neuhof - Meinau,,,,
QN06716I,Cité De L'Ill,INCHANGE,QP067017,Cité De L'Ill,,,,
QN06717M,Spach - Rotterdam,MODIFIE,QP067018,Spach,,,,
QN06718I,Ampère,INCHANGE,QP067019,Ampère,,,,
QN06719I,Port Du Rhin,INCHANGE,QP067020,Port Du Rhin,,,,
QN06720M,Murhof,MODIFIE,QP067021,Murhof,,,,
QN06721N,Centre,NOUVEAU,,,,,,
QN06722N,Jura - Citadelle,NOUVEAU,,,,,,
QN06723N,Risler,NOUVEAU,,,,,,
QN06724N,Wihrel,NOUVEAU,,,,,,
QN06801M,Saint Vincent de Paul,MODIFIE,QP068001,Florimont - Bel Air,,,,
QN06802M,Europe - Schweitzer,MODIFIE,QP068002,Europe - Schweitzer,,,,
QN06803M,Les Coteaux,MODIFIE,QP068003,Quartier Les Coteaux,,,,
QN06804M,Bourtzwiller,MODIFIE,QP068004,Quartier De Bourtzwiller,,,,
QN06805M,Péricentre,MODIFIE,QP068005,Péricentre,,,,
QN06806M,Fonderie - Péricentre,MODIFIE,QP068005,Péricentre bis,,,,
QN06807M,Drouot-Jonquilles,MODIFIE,QP068006,Drouot - Jonquilles,,,,
QN06808M,Brustlein,MODIFIE,QP068007,Quartier Brustlein,,,,
QN06809M,Markstein - La Forêt,MODIFIE,QP068008,Markstein - La Forêt,,,,
QN06810M,Quartier de la Gare,MODIFIE,QP068009,Quartier De La Gare,,,,
QN06811M,Quartier Bel-Air,MODIFIE,QP068010,Quartier Bel Air,,,,
QN06901M,Monod - Baratin - Cacard,MODIFIE,QP069002,Monod,,,,
QN06902M,Centre,MODIFIE,QP069004,Centre,,,,
QN06903M,Les Pérouses - Compassion,MODIFIE,QP069005,Les Pérouses,,,,
QN06904I,Le Garet,INCHANGE,QP069006,Le Garet,,,,
QN06905I,Béligny,INCHANGE,QP069007,Béligny,,,,
QN06906M,Belleroche,MODIFIE,QP069008,Belleroche,,,,
QN06907M,Aiguerande,MODIFIE,QP069009,Aiguerande,,,,
QN06908M,Parilly,MODIFIE,QP069010,Parilly,,,,
QN06909M,Terraillon - Chenier,MODIFIE,QP069011,Terraillon - Chenier,,,,
QN06910M,Les Vernes,MODIFIE,QP069012,Les Vernes,,,,
QN06911I,La Saulaie,INCHANGE,QP069013,La Saulaie,,,,
QN06912M,Haute Roche,MODIFIE,QP069014,Hautes Roches,,,,
QN06913M,Minguettes - Clochettes,MODIFIE,QP069015,Minguettes - Clochettes,,,,
QN06914M,Arsenal - Carnot - Parmentier,MODIFIE,QP069016,Arsenal - Carnot-Parmentier,,,,
QN06915I,Les Collonges,INCHANGE,QP069017,Les Collonges,,,,
QN06916M,Grande Île,MODIFIE,QP069018,Grande Île,,,,
QN06917I,Sud,INCHANGE,QP069019,Sud,,,,
QN06918M,Duclos - Barel,MODIFIE,QP069020,Duclos - Barel,,,,
QN06919M,Bel Air - Les Brosses,MODIFIE,QP069022,Bel Air - Les Brosses,,,,
QN06920M,Saint-Jean,MODIFIE,QP069023,Saint-Jean,,,,
QN06921M,Les Buers,MODIFIE,QP069024,Les Buers Nord,,,,
QN06922M,Tonkin,MODIFIE,QP069025,Tonkin,,,,
QN06923M,Prainet,MODIFIE,QP069026,Prainet,,,,
QN06924I,Le Mathiolan,INCHANGE,QP069027,Le Mathiolan,,,,
QN06925M,Ville Nouvelle,MODIFIE,QP069028,Ville Nouvelle,,,,
QN06926M,Bellevue - Ermitage,MODIFIE,QP069029,Bellevue,,,,
QN06927M,Garibaldi,MODIFIE,QP069030,Garibaldi,,,,
QN06928M,Bel Air,MODIFIE,QP069031,Bel Air,,,,
QN06929M,Soeurs Janin,MODIFIE,QP069032,Soeurs Janin,,,,
QN06930M,Cités Sociales Gerland,MODIFIE,QP069033,Cités Sociales Gerland,,,,
QN06931M,Moulin A Vent,MODIFIE,QP069034,Moulin A Vent,,,,
QN06932M,Etats-Unis - Langlet Santy,MODIFIE,QP069035,Etats-Unis - Langlet Santy,,,,
QN06933I,Mermoz,INCHANGE,QP069036,Mermoz,,,,
QN06934M,Duchère,MODIFIE,QP069037,Duchère,,,,
QN06935M,Gorge de Loup - La Vallonière,MODIFIE,QP069038,Loucheur - Gorge De Loup,,,,
QN06936M,Les Plaines,MODIFIE,QP069039,Les Plaines,,,,
QN06937M,Le Vallon,MODIFIE,QP069040,Vallon,,,,
QN06938I,Le Vergoin,INCHANGE,QP069041,Le Vergoin,,,,
QN06939I,Moncey,INCHANGE,QP069042,Moncey,,,,
QN06940I,Les Plantées,INCHANGE,QP069043,Les Plantées,,,,
QN06941N,La Borelle,NOUVEAU,,,,,,
QN06942N,Laennec,NOUVEAU,,,,,,
QN06943N,Monery,NOUVEAU,,,,,,
QN06944N,Les Sources - Le Pérollier,NOUVEAU,,,,,,
QN06945N,Les Maronniers,NOUVEAU,,,,,,
QN06946N,Berthaudière - Sablons - Cornavent,NOUVEAU,,,,,,
QN06947N,Le Péronnet,NOUVEAU,,,,,,
QN06948N,Le Roule - Cadière,NOUVEAU,,,,,,
QN07001M,Rêpes - Montmarin - Grand Grésil,MODIFIE,QP070001,Rêpes - Montmarin,,,,
QN07002I,Le Mortard,INCHANGE,QP070002,Le Mortard,,,,
QN07003M,Stade Messier,MODIFIE,QP070003,Stade Messier,,,,
QN07004I,Les Chenevières,INCHANGE,QP070004,Les Chenevières,,,,
QN07005M,Les Capucins,MODIFIE,QP070005,Les Capucins,,,,
QN07101I,Aubépins,INCHANGE,QP071001,Aubépins,,,,
QN07102I,Prés Saint Jean,INCHANGE,QP071003,Prés Saint-Jean,,,,
QN07103M,La Chanaye - Résidence,MODIFIE,QP071004,La Chanaye - Résidence,,,,
QN07104I,Les Blanchettes,INCHANGE,QP071005,Les Blanchettes,,,,
QN07105M,Les Saugeraies - Gautriats,MODIFIE,QP071006,Les Saugeraies - Gautriats,,,,
QN07106I,Marbé,INCHANGE,QP071007,Marbé,,,,
QN07107I,Saint Pantaléon,INCHANGE,QP071008,Saint Pantaléon,,,,
QN07108M,Le Tennis,MODIFIE,QP071009,Le Tennis,,,,
QN07109M,Rives Du Plessis,MODIFIE,QP071011,Rives Du Plessis,,,,
QN07110M,Bois Du Verne,MODIFIE,QP071012,Bois Du Verne,,,,
QN07111M,Résidence Du Lac,MODIFIE,QP071013,Résidence Du Lac,,,,
QN07112N,La Molette,NOUVEAU,,,,,,
QN07201I,Saint Exupéry,INCHANGE,QP072001,La Rocade,,,,
QN07202I,Chaoué-Perrières,INCHANGE,QP072002,Chaoué Perrières,,,,
QN07203M,Bellevue-Carnac,MODIFIE,QP072003,Bellevue Carnac,,,,
QN07204M,Ronceray - Glonnières - Vauguyon,MODIFIE,QP072004,Ronceray Glonnières Vauguyon,,,,
QN07205M,Sablons - Bords de l’Huisne,MODIFIE,QP072005,Les Sablons,,,,
QN07206M,Epine,MODIFIE,QP072006,L' Epine,,,,
QN07207M,Montreux,MODIFIE,QP072007,Montreux,,,,
QN07301M,Biollay - Bellevue,MODIFIE,QP073001,Biollay - Bellevue,,,,
QN07302M,Les Hauts De Chambéry,MODIFIE,QP073002,Les Hauts De Chambéry,,,,
QN07303M,Val Des Roses - Contamine - Champ de Mars,MODIFIE,QP073004,Val De Roses - Contamine,,,,
QN07401M,Le Perrier - Château Rouge - Livron,MODIFIE,QP074001,Le Perrier - Château Rouge - Livron,,,,
QN07402M,Le Chalet - Helvetia-Park - Hutins,MODIFIE,QP074002,Le Chalet - Helvetia Park,,,,
QN07403M,Les Ewües,MODIFIE,QP074003,Les Ewües,,,,
QN07404I,Collonges Sainte-Hélène,INCHANGE,QP074004,Collonges Sainte-Hélène,,,,
QN07405M,Saint Georges - Route De Thairy,MODIFIE,QP074005,Saint Georges - Route De Thairy,,,,
QN07406I,Bois Jolivet - Les Iles - Bellerive,INCHANGE,QP074006,Bois Jolivet - Les Iles - Bellerive,,,,
QN07501M,Bédier - Boutroux - Villa d'Este,MODIFIE,QP075001,Bédier - Boutroux,QP075003,Villa d'Este,,
QN07502M,Chaufourniers,MODIFIE,QP075002,Chaufourniers,,,,
QN07503M,Kellermann - Paul Bourget,MODIFIE,QP075004,Kellermann - Paul Bourget,,,,
QN07504M,Oudiné - Chevaleret,MODIFIE,QP075006,Oudiné - Chevaleret,,,,
QN07505I,Didot - Porte de Vanves,INCHANGE,QP075007,Didot - Porte de Vanves,,,,
QN07506M,Porte de Brançion - Périchaux,MODIFIE,QP075007,Didot - Porte de Vanves,,,,
QN07507I,Porte De Saint-Ouen - Porte Pouchet,INCHANGE,QP075008,Porte De Saint-Ouen - Porte Pouchet,,,,
QN07508M,Blémont,MODIFIE,QP075009,Blémont,,,,
QN07509M,Porte Montmartre - Porte Des Poissonniers - Moskova,MODIFIE,QP075010,Porte Montmartre - Porte Des Poissonniers - Moskova,,,,
QN07510M,La Chapelle - Evangile,MODIFIE,QP075011,La Chapelle - Evangile,,,,
QN07511M,Goutte D'Or,MODIFIE,QP075012,Goutte D'Or,,,,
QN07512I,Porte De La Chapelle - Charles Hermite,INCHANGE,QP075013,Porte De La Chapelle - Charles Hermite,,,,
QN07513M,Stalingrad Riquet,MODIFIE,QP075014,Stalingrad Riquet,,,,
QN07514M,Michelet - Alphonse Karr - Rue de Nantes,MODIFIE,QP075015,Michelet - Alphonse Karr - Rue de Nantes,,,,
QN07515M,Danube - Solidarité - Marseillaise,MODIFIE,QP075016,Danube - Solidarité - Marseillaise,,,,
QN07516I,Algérie,INCHANGE,QP075017,Algérie,,,,
QN07517I,Les Portes Du Vingtième,INCHANGE,QP075019,Les Portes Du Vingtième,,,,
QN07518M,Petit Belleville,MODIFIE,QP075020,Grand Belleville 10ème - 11ème - 20ème,,,,
QN07519M,Grand Belleville,MODIFIE,QP075020,Grand Belleville 10ème - 11ème - 20ème,,,,
QN07520M,Les Amandiers,MODIFIE,QP075020,Grand Belleville 10ème - 11ème - 20ème,,,,
QN07521N,Falguière,NOUVEAU,,,,,,
QN07601M,Val Druel,MODIFIE,QP076001,Val Druel,,,,
QN07602M,Neuville,MODIFIE,QP076002,Neuville,,,,
QN07603I,Les Bruyères,INCHANGE,QP076003,Les Bruyères,,,,
QN07604M,Centre ville,MODIFIE,QP076004,Centre Ville,,,,
QN07605I,Mont Gaillard - Mare Rouge,INCHANGE,QP076005,Mont Gaillard,,,,
QN07606M,Centre Ancien - Quartiers Sud,MODIFIE,QP076006,Centre Ancien - Quartiers Sud,,,,
QN07607I,Bois-De-Bléville,INCHANGE,QP076007,Bois-De-Bléville,,,,
QN07608I,Bléville,INCHANGE,QP076008,Bléville Nord,,,,
QN07609M,Caucriauville Soquence,MODIFIE,QP076010,Caucriauville Soquence,,,,
QN07610M,Plateau,MODIFIE,QP076011,Plateau,,,,
QN07611M,Arts et Fleurs - Feugrais - Novales,MODIFIE,QP076012,Quartier Des Arts Et Des Fleurs - Feugrais,,,,
QN07612I,Parc du Robec,INCHANGE,QP076013,Parc Du Robec,,,,
QN07613M,Centre ville,MODIFIE,QP076014,Centre Ville,,,,
QN07614M,Quartier BCDM,MODIFIE,QP076015,Les Bouttières,,,,
QN07615M,QPV de Maromme,MODIFIE,QP076017,Quartier De Binche,,,,
QN07616M,Quartier Rosa Parks,MODIFIE,QP076018,Le Quartier Jean Moulin,,,,
QN07617M,Bel Air,MODIFIE,QP076019,Oissel Sur Seine Nord,,,,
QN07618M,Quartier de la Piscine,MODIFIE,QP076020,Quartier De La Piscine,,,,
QN07619M,Grammont - Saint Sever - Orléans,MODIFIE,QP076021,Grammont,,,,
QN07620M,Les Hauts de Rouen,MODIFIE,QP076022,Les Hauts De Rouen,,,,
QN07621M,Quartier Château Blanc,MODIFIE,QP076023,Quartier Château Blanc,,,,
QN07622M,Quartier Thorez - Grimau,MODIFIE,QP076024,Quartier Thorez - Grimau,,,,
QN07623M,Quartier Hartmann - La Houssière,MODIFIE,QP076025,Quartier Hartmann - La Houssière,,,,
QN07624M,Buisson-Gallouen,MODIFIE,QP076026,Buisson - Gallouen,,,,
QN07625M,Lalizel,MODIFIE,QP076027,Lalizel,,,,
QN07626M,Fécamp quartier du Ramponneau,MODIFIE,QP076028,Parc Du Ramponneau,,,,
QN07627N,Quartier Saint-Julien,NOUVEAU,,,,,,
QN07628N,Tourneville,NOUVEAU,,,,,,
QN07629N,Quartier Clairval,NOUVEAU,,,,,,
QN07701I,La Renardière,INCHANGE,QP077001,La Renardière,,,,
QN07702I,La Grande Prairie,INCHANGE,QP077002,La Grande Prairie,,,,
QN07703M,Schweitzer - Laennec,MODIFIE,QP077003,Schweitzer - Laennec,,,,
QN07704M,Orly Parc,MODIFIE,QP077004,Orly Parc,,,,
QN07705M,Les Deux Parc Luzard,MODIFIE,QP077005,Les Deux Parcs-Luzard,,,,
QN07706I,L'Arche Guedon,INCHANGE,QP077006,L'Arche Guedon,,,,
QN07707M,Le Mail,MODIFIE,QP077007,Le Mail,,,,
QN07708M,La Plaine De Lys - Bernard De Poret,MODIFIE,QP077008,La Plaine De Lys - Bernard De Poret,,,,
QN07709M,Les Courtilleraie - Le Circé,MODIFIE,QP077009,Les Courtilleraie - Le Circé,,,,
QN07710M,Plateau De Corbeil - Plein-Ciel,MODIFIE,QP077010,Plateau De Corbeil - Plein-ciel,,,,
QN07711M,Les Mezereaux,MODIFIE,QP077011,Les Mezereaux,,,,
QN07712M,L'Almont,MODIFIE,QP077012,L'Almont,,,,
QN07713M,Beauval Dunant,MODIFIE,QP077013,Beauval Dunant,,,,
QN07714M,Surville,MODIFIE,QP077014,Surville,,,,
